Random waveform, random seed
Total number of intervals = 102 (17573, 41825, 77893, 44578, 78214, 25689, 14820, 31039, 59316, 94206, 25304, 9802, 60856, 50517, 46730, 49446, 98356, 43714, 82312, 14354, 90232, 20600, 77342, 90176, 42627, 67594, 39229, 44380, 68960, 13177, 75944, 56960, 20787, 93844, 33786, 50193, 14584, 66222, 70385, 15582, 11769, 55906, 75035, 87991, 79692, 61456, 61218, 44380, 64017, 64174, 50845, 46882, 36311, 32978, 57289, 41392, 18147, 81577, 20810, 7977, 82298, 71545, 35803, 45535, 98588, 44589, 66230, 9494, 21573, 96002, 96759, 90412, 6149, 30839, 20941, 17331, 59595, 32643, 38587, 94188, 7482, 19854, 85931, 35926, 24370, 80984, 26656, 31205, 86697, 96543, 73355, 60999, 73081, 10342, 10718, 61699, 61888, 7655, 71147, 97914, 33662, 59692)
Average QPS expected = 50940
Timestamp start: 1715637127515
Timestamp end: 1715638148021

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      405.5   442.6   137.8   198.3   214.9   345.7   418.4   465.2   502.4   547.7   612.6   725.6  1244.0  5339.5 16565.8  98322.7    98356
read      383.7   315.3   148.8   192.4   205.5   337.3   415.1   461.5   498.7   542.1   599.5   685.1  1024.7  3061.3 13194.1  43768.7    43714
read      389.6   465.4   148.8   193.9   207.7   327.4   397.7   442.6   479.8   525.3   584.0   684.6  1411.5  5388.5 18033.6  82357.6    82312
read      481.3  1263.2   148.8   192.8   206.4   351.4   420.4   471.9   515.5   565.9   627.0   725.8  2937.4 19493.5 39357.0  14382.4    14354
read      432.9   671.5   148.8   198.4   214.0   345.0   418.6   466.0   504.8   553.6   628.0   789.6  1764.6  9379.9 29886.8  90273.8    90232
read      429.3   950.1   148.8   192.8   205.3   333.7   409.5   452.5   489.5   533.3   593.2   722.2  1226.4 12666.4 36888.0  20698.7    20600
read      408.0   551.0   148.8   194.8   208.8   330.2   402.4   450.6   490.1   537.9   603.1   732.7  1705.0  5906.1 24826.2  77190.0    77342
read      386.8   427.6   148.8   196.1   210.5   331.5   399.8   443.5   478.2   521.5   578.6   678.2  1179.4  4788.7 15011.0  90176.5    90176
read      380.0   357.1   148.8   192.4   205.2   332.3   407.2   450.5   485.6   529.2   583.9   668.8  1067.7  3625.3 12656.4  42694.1    42627
read      391.8   383.4   148.8   193.5   207.0   330.8   406.3   455.1   493.9   539.5   600.8   708.7  1470.7  3432.1 10712.4  67715.7    67594
read      375.9   300.5   148.8   191.7   204.2   332.9   408.0   450.8   486.2   529.4   583.2   667.2   999.8  2466.5 12574.6  39202.7    39229
read      377.3   314.9   148.8   191.7   204.3   331.7   406.9   450.7   486.1   529.1   583.8   669.9  1036.9  2974.6 12236.0  44317.3    44380
read      387.0   379.4   148.8   193.8   207.1   327.9   403.0   450.7   488.2   533.8   591.7   688.0  1388.0  3975.3 12495.6  68981.7    68960
read      474.6  1262.2   160.7   195.4   209.1   346.5   406.5   442.8   482.0   530.8   588.6   673.7  3360.4 16078.1 37020.9  13211.6    13177
read      391.5   427.2   148.8   194.6   208.3   328.6   400.1   446.6   483.7   530.4   591.0   693.1  1486.7  4775.5 15872.5  75949.6    75944
read      383.4   325.9   148.8   194.0   207.3   331.9   407.9   454.4   490.8   534.8   591.6   686.1  1153.5  3209.0 12094.2  56914.7    56960
read      381.1   548.1   148.8   194.1   207.5   332.7   398.3   430.5   455.5   490.7   541.9   631.7  1031.9  5966.7 30534.9  20689.0    20787
read      366.8   269.4   148.8   194.2   208.3   323.1   387.3   426.7   458.0   498.9   553.4   646.1   977.3  2976.3  7664.1  93943.8    93844
read      368.8   290.4   148.8   191.6   204.4   330.9   401.2   440.9   471.0   515.4   566.8   644.8   933.1  1825.5  8814.9  33859.9    33786
read      374.0   263.6   148.8   191.3   204.1   328.0   402.0   445.7   478.9   523.0   579.0   670.0  1090.2  2596.2  8786.9  50232.4    50193
read      341.8   314.0   148.8   191.4   203.8   323.2   372.9   397.1   413.9   432.1   461.0   516.5   751.8  4022.5 13466.9  14599.6    14584
read      370.1   253.4   148.8   190.3   202.9   319.5   390.7   434.1   468.5   513.9   571.5   667.3  1191.0  2814.3  6973.2  66159.3    66222
read      379.1   323.1   148.8   192.0   205.0   321.2   393.4   438.0   473.3   520.7   581.1   688.7  1375.3  3262.5 10719.0  70477.1    70385
read      346.6   364.9   148.8   192.1   204.0   324.7   379.3   404.8   422.7   442.8   471.7   532.3   798.2  3702.0 12808.1  15562.8    15582
read      339.3   400.6   148.8   193.0   205.4   320.7   362.5   383.7   397.5   414.3   433.9   479.9   686.9  4633.6 17917.9  11753.8    11769
read      372.8   304.3   137.8   191.9   205.0   324.3   397.7   441.3   474.3   518.1   573.6   663.7  1090.9  2829.2  8569.0  55857.4    55906
read      378.5   323.2   148.8   192.3   205.7   322.1   393.9   437.9   473.2   520.0   579.0   679.6  1365.9  3044.8 12230.3  74927.8    75035
read      385.7   390.4   148.8   193.0   206.9   324.7   392.8   435.7   470.3   516.2   576.8   686.1  1555.0  3972.2 12823.6  88120.8    87991
read      373.7   336.2   148.8   190.8   203.6   317.1   384.3   427.7   462.2   508.2   566.9   669.5  1396.4  3962.8  9514.2  79700.7    79692
read      383.9   375.4   148.8   190.9   203.8   327.2   403.2   449.4   485.1   530.0   588.0   687.6  1291.9  3805.4 12518.4  61384.1    61456
read      377.1   305.9   148.8   191.7   204.7   323.6   398.3   442.9   477.9   523.4   581.4   680.2  1244.3  2734.0  8696.4  61191.4    61218
read      374.8   295.2   148.8   191.7   204.3   330.3   405.6   448.0   480.8   525.0   580.8   667.5  1036.3  2370.6 12707.4  44396.3    44380
read      377.8   342.6   148.8   191.3   203.9   322.6   395.3   440.3   475.1   521.4   580.3   682.5  1246.4  3305.2 12428.7  64018.3    64017
read      382.5   313.9   148.8   192.4   205.4   325.9   400.5   448.0   485.4   532.2   591.9   700.2  1317.0  2856.2  9369.3  64119.2    64174
read      371.9   236.2   148.8   192.0   204.9   328.1   402.6   446.0   478.6   523.3   578.9   667.7  1034.9  2396.7  7762.5  50740.9    50845
read      369.9   239.1   148.8   191.1   203.5   326.3   401.6   444.4   476.6   521.2   576.2   663.6  1042.1  2169.5  6980.2  46976.8    46882
read      375.0   436.9   148.8   190.3   202.5   327.4   398.3   437.6   468.6   514.2   567.5   648.3  1041.4  4703.2 17504.7  36309.3    36311
read      367.7   280.1   148.8   190.5   202.6   327.4   398.6   438.3   469.0   514.8   566.0   644.5   986.7  1877.5 10973.2  32951.0    32978
read      376.2   258.7   148.8   190.9   203.9   326.5   402.4   448.8   484.3   529.2   585.7   682.1  1147.5  2644.0  8099.2  57325.6    57289
read      372.1   260.2   148.8   190.5   202.9   328.5   403.1   445.4   477.7   523.2   578.1   663.0  1031.1  2514.9  8719.7  41301.2    41392
read      347.0   236.3   148.8   190.8   203.0   321.4   383.4   413.3   433.1   459.6   498.6   559.2   818.6  2690.4  9096.1  18130.2    18147
read      380.8   324.1   148.8   191.1   204.5   321.6   391.6   435.9   471.3   519.3   580.8   692.8  1521.3  2940.9  8125.9  81551.0    81577
read      363.3   383.9   148.8   194.0   207.1   329.8   393.2   424.6   446.3   471.3   522.6   597.1   865.4  4126.1 13158.9  20764.7    20810
read      336.1   373.0   148.8   204.8   221.5   317.4   345.5   361.7   372.1   386.3   401.9   433.0   592.9  6149.4 13088.8   7995.4     7977
read      365.5   235.2   148.8   193.3   207.4   325.7   393.7   434.7   466.7   509.7   565.9   653.4   885.2  2019.6  7531.9  82216.7    82298
read      369.0   213.3   137.8   193.1   207.0   328.1   398.9   441.6   473.5   519.4   577.1   665.7   905.5  2089.2  7559.6  71419.9    71545
read      377.5   297.3   148.8   193.0   206.4   336.8   408.6   448.6   480.4   527.1   582.2   663.8  1007.1  2592.3 10658.8  35641.2    35803
read      381.8   237.8   137.8   193.6   206.8   336.8   413.4   457.5   493.7   537.9   595.0   684.1  1153.7  2174.9  7601.0  45604.7    45535
read      423.4   448.4   148.8   203.8   220.9   359.5   435.2   485.1   524.9   574.8   645.6   787.8  1422.2  4630.7 16432.5  98628.1    98588
read      387.9   264.7   148.8   194.0   207.5   340.6   418.8   464.5   502.7   546.9   607.0   695.0  1137.6  2528.2  9524.3  44554.8    44589
read      392.6   314.0   148.8   193.6   207.0   332.9   408.3   456.6   495.3   541.6   603.9   715.0  1531.7  2978.3  9365.4  66092.7    66230
read      338.0   317.2   148.8   197.9   212.3   320.2   355.2   373.5   387.5   401.9   424.2   465.4   730.3  4506.5 13439.3   9493.4     9494
read      364.6   364.4   148.8   193.2   205.9   327.4   395.0   430.2   456.1   491.5   537.3   602.7   928.1  3853.1 12059.3  21581.1    21573
read      403.5   406.8   148.8   199.8   215.8   345.4   419.0   464.8   502.3   547.9   611.4   723.0  1297.3  4102.7 13511.0  95870.2    96002
read      403.2   396.8   148.8   198.7   214.8   345.0   418.0   463.9   501.3   546.4   609.4   723.2  1378.5  4415.6 13165.9  96772.4    96759
read      399.5   385.2   148.8   196.3   211.5   340.6   415.4   462.8   501.2   546.4   609.5   721.9  1314.9  4023.9 12759.1  90434.1    90412
read      325.5   399.9   148.8   209.0   227.1   302.6   328.1   342.0   352.8   366.4   385.0   421.5   638.8  5283.9 18152.7   6173.6     6149
read      381.5   323.0   148.8   196.6   210.7   340.6   411.7   449.4   476.7   521.9   575.4   660.0   993.6  3852.6 11044.9  30793.4    30839
read      374.2   466.9   148.8   194.3   207.4   330.1   395.2   427.7   450.7   479.0   530.1   612.1  1003.6  6253.1 15876.7  20938.6    20941
read      368.3   430.8   148.8   195.1   208.4   333.1   391.4   420.0   439.3   464.4   508.5   587.2   986.3  5110.9 18868.4  17310.6    17331
read      356.6   202.9   148.8   191.4   204.8   325.2   394.5   433.1   460.3   495.9   545.3   625.1   792.4  1397.8  6052.3  59562.8    59595
read      385.7   309.7   148.8   195.0   208.7   340.0   414.8   454.2   485.1   530.4   587.4   687.3  1090.2  3920.4  9697.3  32707.4    32643
read      387.6   328.9   148.8   192.6   205.8   337.6   412.7   454.3   488.1   535.0   594.4   694.6  1216.9  3294.1 10955.6  38577.5    38587
read      409.5   427.6   148.8   197.4   213.1   342.3   416.6   463.3   501.4   548.8   619.7   760.8  1529.9  5053.2 13536.5  94197.8    94188
read      341.5   507.5   148.8   204.0   220.4   310.5   339.5   356.0   367.7   382.7   402.2   448.8   918.4  5299.4 28560.2   7484.9     7482
read      384.7   518.4   148.8   193.2   205.8   333.1   402.5   437.0   462.2   500.8   552.0   662.0  1113.5  6156.2 30837.6  19802.2    19854
read      441.3   643.9   148.8   199.1   214.5   348.2   426.6   475.7   517.9   568.7   640.5   813.3  1975.0  8094.5 30639.7  85844.3    85931
read      360.6   242.8   148.8   193.3   206.8   331.9   399.7   435.5   459.3   490.3   537.4   611.3   789.6  2172.7  8083.9  36015.8    35926
read      349.2   205.3   148.8   194.3   208.2   327.5   391.5   423.5   443.9   464.8   498.3   559.3   704.2  1704.0  8754.3  24386.5    24370
read      351.2   179.4   137.8   191.7   205.2   318.2   383.6   422.2   450.8   486.9   539.9   623.2   793.0  1366.9  5869.0  80792.8    80984
read      348.8   216.0   148.8   193.1   206.7   325.8   391.0   424.5   445.9   467.7   503.0   565.3   697.7  1537.7  9252.0  26686.8    26656
read      355.2   206.6   148.8   193.5   207.1   331.6   397.4   432.0   454.5   480.9   523.6   590.0   732.9  1239.6  8076.6  31178.6    31205
read      346.7   172.6   137.8   192.5   206.0   316.1   378.9   416.8   444.9   478.5   528.8   605.5   756.5  1104.1  6749.2  86656.4    86697
read      344.6   175.8   148.8   193.6   207.5   315.5   375.1   411.2   437.8   470.1   519.1   592.4   742.5  1083.5  6531.4  96601.8    96543
read      350.4   202.1   148.8   190.6   203.9   317.8   384.4   423.2   451.5   486.4   538.2   618.8   776.5  1181.5  9516.8  73326.8    73355
read      354.7   186.6   137.8   190.9   204.4   325.2   393.8   432.2   459.3   493.3   541.6   617.6   767.5  1198.0  7855.3  61004.3    60999
read      351.0   167.9   137.8   191.1   204.6   319.6   386.2   425.1   453.5   489.0   540.8   622.2   783.8  1151.5  4282.4  73234.6    73081
read      334.3   364.6   148.8   203.3   217.8   320.5   351.7   367.1   377.6   390.8   404.1   430.3   530.5  6529.7 13857.6  10354.0    10342
read      335.3   347.6   148.8   202.8   217.1   325.5   358.5   374.6   387.0   399.4   416.7   438.9   541.9  4648.0 16814.7  10745.0    10718
read      354.2   192.1   148.8   190.8   204.3   324.8   392.9   431.4   458.6   492.6   540.9   617.3   768.5  1155.9  6777.3  61660.3    61699
read      354.0   205.9   137.8   190.7   203.9   323.9   392.3   430.9   457.9   491.3   539.3   616.0   764.2  1241.7  8018.4  61807.4    61888
read      330.2   428.8   148.8   208.0   225.4   312.0   336.9   349.5   359.8   370.2   385.9   408.1   535.6  6280.4 19250.9   7639.9     7655
read      352.2   198.3   148.8   192.4   205.7   320.0   386.8   426.2   454.7   489.3   538.8   616.4   779.2  1269.0  7702.1  71224.7    71147
read      345.0   173.3   148.8   195.9   209.9   316.0   374.5   410.2   437.0   469.2   516.3   590.0   741.6  1103.6  6255.4  97867.8    97914
read      355.1   228.9   148.8   192.8   206.4   330.7   396.2   431.1   454.1   480.7   522.8   590.6   731.8  1303.3  9979.5  33800.6    33662
read      354.5   186.9   148.8   192.0   205.5   325.5   393.8   432.4   459.4   492.8   541.2   617.4   767.2  1144.3  6357.5  59731.5    59692

Total QPS = 50941.0 (51959788 / 1020.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 12834067636 bytes :   12.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.96%,49.49%,100.00%
