Random waveform, random seed
Total number of intervals = 320 (53837, 65966, 50164, 89339, 23259, 26614, 80990, 31757, 62274, 30772, 43646, 78245, 73552, 50072, 66720, 78457, 15020, 65232, 63177, 10101, 54873, 5190, 71675, 34765, 82482, 27386, 38419, 24162, 91906, 44762, 38437, 42763, 67756, 7753, 21234, 97431, 80797, 13211, 76516, 83795, 51635, 21554, 69212, 73965, 58466, 56105, 87059, 85940, 6618, 36779, 7135, 83124, 73981, 32543, 68598, 11829, 28023, 95968, 97794, 5120, 34080, 65278, 65581, 30588, 83211, 14783, 82605, 5402, 25125, 36910, 15797, 16558, 85569, 35016, 21648, 29884, 22428, 18475, 83853, 84008, 15221, 35396, 41645, 93406, 75497, 52863, 46462, 98026, 6626, 82182, 13763, 34350, 41329, 92780, 9402, 79962, 37302, 59495, 66224, 99963, 82536, 81628, 14189, 76315, 32450, 30468, 53599, 69799, 46099, 73151, 54930, 15925, 76631, 13254, 33300, 56685, 64340, 80660, 86427, 21718, 55980, 89882, 42492, 70487, 22135, 46840, 96864, 53918, 15483, 66506, 96022, 62799, 13061, 13127, 76987, 20453, 90061, 8124, 83723, 81711, 78316, 22056, 43460, 91671, 85054, 30139, 36739, 90802, 20006, 79929, 63039, 64305, 67556, 65494, 88525, 24780, 29848, 81601, 37060, 71590, 43313, 91672, 7385, 11473, 30857, 36443, 64482, 83105, 48335, 38737, 48146, 5153, 26861, 43088, 25767, 86233, 80574, 67791, 28862, 42575, 39297, 52018, 95982, 46494, 63572, 95159, 84537, 71462, 63483, 16612, 29236, 67667, 38133, 52724, 89271, 33127, 5029, 21767, 36277, 24513, 99463, 34248, 36175, 15348, 68124, 23132, 78263, 80394, 82767, 62604, 60257, 46257, 72716, 63158, 72570, 64803, 61262, 35474, 18974, 20598, 53930, 20791, 66875, 18504, 16237, 9428, 41045, 68913, 75380, 87816, 84448, 11826, 71231, 90851, 76670, 97575, 24720, 73270, 48954, 88062, 38850, 48812, 69474, 94336, 36813, 5768, 92659, 69270, 91531, 9997, 10471, 96662, 70836, 87456, 17168, 71024, 31205, 93769, 6850, 31764, 82033, 87255, 59822, 52648, 31518, 41758, 89751, 22529, 18976, 63247, 42149, 93534, 39600, 18122, 42836, 50483, 41168, 46353, 80113, 20901, 8795, 44250, 73292, 43912, 83642, 46037, 77948, 10406, 49325, 47971, 95474, 59382, 60629, 26567, 47050, 7114, 10743, 98447, 52703, 18786, 97624, 5577, 24952, 79933, 34932, 25006, 26366, 85542, 50629, 22590, 91711, 94658, 34868, 95773, 49527, 35659, 81789, 57774, 30550, 98775)
Average QPS expected = 52324
Timestamp start: 1715641823024
Timestamp end: 1715642783730

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      376.9   351.6   148.8   192.3   204.9   332.0   406.9   454.7   489.7   529.4   580.9   660.4   981.7  3664.9 12135.3  35439.0    35396
read      373.3   229.6   148.8   191.7   204.0   328.9   404.5   456.0   492.7   533.8   586.8   670.5  1011.5  2178.8  7644.9  41532.0    41645
read      400.3   361.0   148.8   197.0   211.6   333.7   401.3   450.4   489.2   536.6   603.1   746.5  1635.2  3309.1 10870.3  93194.0    93406
read      378.9   358.0   148.8   191.8   204.3   317.7   389.8   439.9   482.5   529.3   589.2   700.3  1363.5  2562.3 14695.9  75303.3    75497
read      378.6   256.6   148.8   192.8   205.7   328.8   410.5   463.1   499.8   541.6   597.5   686.1  1045.4  2071.3  8502.9  52551.0    52863
read      387.0   418.0   148.8   192.9   205.5   330.9   409.7   459.0   495.0   536.6   592.6   680.7  1113.3  4739.2 15686.1  46564.7    46462
read      385.7   411.3   148.8   195.8   210.3   328.6   392.8   434.5   469.8   513.8   574.2   681.2  1477.8  4549.1 12837.8  97882.3    98026
read      326.9   511.5   160.7   201.6   217.7   297.5   323.8   339.0   349.3   363.1   379.6   416.8   764.9  7415.7 30147.9   6575.7     6626
read      389.9   455.1   148.8   194.9   208.5   326.8   398.9   449.4   488.4   534.2   593.3   697.7  1416.5  4035.5 22768.1  81903.0    82182
read      335.7   259.9   148.8   190.5   201.7   318.7   366.1   390.1   406.2   428.7   460.5   507.4   741.8  3836.1 11902.6  13758.3    13763
read      380.4   290.4   148.8   191.7   204.0   333.0   406.1   455.2   492.5   534.7   588.0   670.3  1115.1  3055.0 11396.6  34233.0    34350
read      377.7   417.0   148.8   191.7   204.0   328.9   406.2   454.5   490.3   529.9   582.7   664.3   971.9  3608.2 11774.9  41386.3    41329
read      381.5   381.6   148.8   194.6   208.7   325.4   391.0   434.7   470.1   512.2   571.8   674.1  1436.8  3662.6 13883.6  92793.0    92780
read      339.4   393.9   148.8   198.7   212.3   320.4   355.1   372.6   386.5   401.2   426.0   471.9   668.3  6044.0 17820.8   9409.7     9402
read      386.5   381.4   148.8   194.7   208.0   323.2   392.6   440.5   481.3   527.2   586.8   692.6  1474.6  4834.5  9309.5  79440.0    79962
read      380.3   397.3   148.8   192.6   204.8   329.3   403.3   448.9   485.2   524.7   576.6   652.7  1050.5  6804.3 12619.4  37229.3    37302
read      371.8   269.7   148.8   194.2   207.2   324.3   399.9   447.6   485.4   526.5   578.7   666.1   958.5  2833.5  8750.7  59704.7    59495
read      351.0   167.4   148.8   193.1   205.9   315.7   382.8   423.9   457.7   499.6   546.8   622.6   778.7  1475.2  3993.5  66045.3    66224
read      359.3   187.0   148.8   201.5   215.3   324.3   385.5   424.3   456.3   497.0   547.3   628.5   815.5  1366.9  7756.9  99914.0    99963
read      351.5   205.4   148.8   194.3   207.6   316.0   379.5   418.8   450.1   490.8   541.3   620.6   792.1  1471.6  8645.8  82582.7    82536
read      349.9   174.3   148.8   195.0   208.1   314.4   376.4   416.1   447.9   489.9   541.6   620.5   791.7  1264.5  6218.1  81745.3    81628
read      362.9   379.7   148.8   200.8   213.6   339.5   388.0   411.4   427.5   450.0   484.7   537.9   789.9  4410.9 13678.9  14205.0    14189
read      359.3   199.5   148.8   196.0   209.0   318.5   385.6   427.9   463.1   507.0   561.0   644.2   851.8  1702.7  5141.5  76058.3    76315
read      382.3   370.6   148.8   197.5   210.7   336.4   414.7   462.6   499.5   538.0   587.2   665.6   949.1  3066.5 10913.9  32589.3    32450
read      365.1   224.3   160.7   195.5   208.2   326.3   400.0   440.6   477.3   515.0   557.7   627.4   876.6  3028.2  9732.3  30568.0    30468
read      372.9   246.6   148.8   195.6   208.6   325.7   401.2   447.7   485.0   526.6   578.7   663.8   987.0  2242.3  9478.4  53619.7    53599
read      367.6   252.3   148.8   195.9   208.9   320.6   390.6   435.1   473.4   516.3   569.6   655.9   979.2  2331.0  7976.2  69639.7    69799
read      370.9   223.8   148.8   195.8   208.6   324.7   402.9   450.3   487.3   528.8   581.0   665.9  1001.2  1717.6  6002.4  46250.7    46099
read      380.9   357.4   148.8   196.0   209.3   321.8   392.7   437.6   476.6   521.8   578.5   677.7  1361.3  3853.0  9845.5  73249.0    73151
read      380.5   321.5   148.8   195.9   208.9   326.5   402.8   450.0   486.9   528.5   582.6   673.5  1137.3  3862.6 11227.3  54927.7    54930
read      363.0   386.0   160.7   197.2   209.4   332.2   391.2   419.9   438.8   466.7   500.2   550.0   845.8  5249.6 16606.4  15805.7    15925
read      375.7   311.8   148.8   198.0   211.1   325.1   396.3   443.3   482.7   526.4   581.8   673.1   979.4  3445.3  8157.3  76388.7    76631
read      357.4   514.0   160.7   197.5   209.8   329.6   377.2   400.4   417.7   436.0   469.9   519.9   747.0  7225.6 30126.7  13301.0    13254
read      372.9   204.1   148.8   196.9   209.4   333.1   410.4   458.1   495.8   534.9   583.0   657.9   935.1  1445.1  8212.6  33283.0    33300
read      374.6   239.6   148.8   196.6   209.4   325.1   399.1   447.4   486.5   529.0   582.7   669.1  1090.1  2203.2  6981.1  56575.0    56685
read      375.8   281.8   148.8   196.2   209.1   320.8   393.0   440.3   481.0   526.3   583.2   678.5  1192.3  2546.1  8759.8  64425.3    64340
read      391.0   379.5   148.8   198.8   212.2   328.6   399.1   448.1   487.5   532.5   591.0   692.0  1430.2  4529.4 10163.5  80785.3    80660
read      386.7   374.2   148.8   197.6   211.0   323.8   391.5   436.1   475.6   520.2   578.5   684.0  1610.8  3984.5 10956.0  86191.7    86427
read      358.8   261.2   148.8   195.7   207.9   323.2   394.9   433.0   464.9   496.6   532.7   588.0   869.3  2393.4 12083.1  21604.7    21718
read      390.7   381.7   148.8   196.7   209.9   333.2   412.9   465.0   502.7   545.1   603.9   700.7  1213.9  3883.1  9457.8  55874.7    55980
read      392.9   297.2   148.8   202.0   215.3   334.8   403.9   451.5   488.8   533.1   594.5   712.9  1555.9  2820.7  7776.4  90084.3    89882
read      384.9   215.4   148.8   198.4   211.3   339.1   420.9   472.7   509.2   550.0   607.5   690.5  1015.5  1977.2  5665.7  42383.0    42492
read      392.0   334.1   148.8   198.0   211.3   329.7   403.0   454.7   495.3   540.8   601.9   715.4  1515.9  2999.1 11228.2  70418.7    70487
read      365.9   317.3   160.7   195.5   207.6   326.2   397.8   435.6   469.7   502.1   540.4   603.4   936.1  4349.9 12562.9  22297.3    22135
read      381.0   408.1   148.8   195.6   208.3   325.8   401.1   448.4   486.0   527.2   579.5   663.4  1085.6  4931.3 12190.4  46776.3    46840
read      376.1   264.2   148.8   199.9   213.4   320.5   380.5   419.6   453.7   499.0   559.2   672.4  1557.2  2672.3  6209.2  97017.7    96864
read      370.8   242.8   148.8   198.0   211.0   323.5   399.5   445.1   482.1   523.0   576.1   660.9  1006.0  2073.4  6313.9  53843.3    53918
read      354.1   242.2   148.8   199.4   211.8   335.0   393.0   421.5   441.6   470.2   501.0   544.8   758.8  2208.7 10340.6  15598.7    15483
read      380.9   388.9   148.8   198.8   211.7   322.3   394.7   443.5   483.4   526.7   582.4   679.1  1174.2  4192.1 12566.8  66436.0    66506
read      392.8   374.9   148.8   203.9   218.3   334.4   399.4   442.2   478.6   522.3   580.1   685.2  1496.4  4718.6 10986.6  95982.3    96022
read      379.2   261.0   148.8   196.0   208.8   325.1   397.8   446.6   487.0   531.4   588.4   689.1  1197.5  2478.3  8293.0  62728.7    62799
read      359.6   502.2   160.7   196.4   208.6   328.2   376.6   400.9   418.2   436.3   468.1   513.8   798.8  8344.5 12049.6  13018.0    13061
read      347.7   321.9   160.7   196.8   208.8   329.9   379.3   402.7   420.3   439.3   470.5   517.1   721.0  4154.8 12464.0  13148.7    13127
read      394.3   369.9   148.8   199.2   212.4   332.8   406.4   457.8   496.6   540.4   600.4   709.7  1391.1  3959.6  8257.9  76960.3    76987
read      356.7   226.9   148.8   195.3   207.4   325.0   394.7   430.9   462.0   493.6   529.7   586.8   839.3  1716.0  9090.3  20489.3    20453
read      384.6   372.1   148.8   199.3   213.1   327.5   393.8   437.6   474.9   518.5   577.7   688.1  1446.0  3298.6 11421.5  90115.0    90061
read      321.4   310.8   160.7   201.2   215.6   306.5   336.6   351.9   363.4   375.0   394.5   426.1   553.3  4730.0 13115.0   8072.3     8124
read      383.0   331.9   148.8   197.6   210.9   321.4   385.6   429.0   467.0   512.8   572.4   677.3  1594.4  4055.5  8622.2  83551.3    83723
read      384.9   323.7   148.8   197.6   210.8   324.3   392.4   436.5   475.7   521.5   581.7   686.8  1621.5  3562.9  9768.3  81556.3    81711
read      381.0   341.8   148.8   196.5   209.5   321.5   389.2   435.0   475.1   520.7   579.1   684.0  1331.5  4179.5  9462.6  78569.7    78316
read      359.9   251.3   160.7   195.6   207.8   325.2   397.3   434.6   468.4   500.8   536.4   592.0   863.2  1687.6 12020.1  22058.3    22056
read      365.9   212.2   148.8   194.6   207.0   323.7   399.2   444.1   479.5   519.3   571.8   649.7   939.3  1536.5  8037.5  43371.7    43460
read      386.8   352.9   148.8   199.7   213.4   329.8   396.8   441.9   479.4   523.1   581.2   684.4  1374.8  3998.7 11168.7  91636.0    91671
read      380.9   290.3   148.8   197.0   210.4   324.0   392.0   435.5   473.3   519.2   580.4   690.5  1388.0  2868.5  7715.1  85057.0    85054
read      368.1   223.8   148.8   195.2   207.9   325.8   401.7   448.6   486.3   524.0   570.8   641.5   934.8  1733.3  8614.5  30266.3    30139
read      388.5   493.4   148.8   194.7   207.3   328.5   403.7   451.1   488.1   528.5   580.0   660.8  1119.7  7234.6 24389.7  36630.0    36739
read      389.5   420.9   148.8   198.2   211.8   327.8   393.0   435.7   473.9   520.5   585.1   721.3  1414.9  2619.7 16262.3  90722.7    90802
read      353.6   278.2   148.8   194.3   206.4   322.6   390.3   425.3   452.2   484.5   519.9   578.8   844.1  1457.4 12436.5  20006.3    20006
read      382.3   369.6   148.8   197.6   210.9   323.8   392.1   435.8   474.7   520.4   578.7   678.3  1402.6  3408.8 15219.1  79923.7    79929
read      382.1   314.9   148.8   196.2   209.1   324.2   398.1   448.0   488.4   532.7   589.6   686.5  1288.2  2529.5 11617.3  62914.0    63039
read      373.5   254.7   148.8   195.0   207.6   321.3   392.0   438.5   477.9   520.1   575.3   668.5  1232.7  2720.7  9905.1  64300.3    64305
read      369.4   231.0   148.8   195.3   207.9   318.9   388.4   432.7   470.4   513.9   569.4   658.1  1229.7  2509.3  5939.8  67631.0    67556
read      396.1   381.3   148.8   198.4   211.6   331.0   407.2   462.1   501.9   547.0   611.2   725.7  1446.4  3214.5 11124.7  65698.7    65494
read      396.2   369.1   148.8   200.3   214.4   336.0   405.6   452.8   488.9   532.3   589.4   701.9  1630.6  3755.5  7830.1  88628.0    88525
read      368.5   245.3   160.7   196.4   209.0   330.8   405.8   450.6   485.2   519.4   558.6   623.9   902.8  1477.4 12373.4  24672.0    24780
read      372.6   242.9   148.8   196.5   209.0   329.8   406.5   453.8   490.3   527.5   572.6   640.9   987.8  1981.4  8815.2  29646.3    29848
read      378.4   248.6   148.8   197.8   211.1   323.4   390.1   434.9   475.3   520.8   580.7   687.1  1406.5  2638.6  6787.2  81589.7    81601
read      372.2   239.6   148.8   196.5   209.2   329.5   406.2   453.5   490.1   529.9   580.2   657.5   970.2  1515.3  8512.9  37101.3    37060
read      375.4   235.0   148.8   197.7   210.8   322.8   393.2   439.3   481.9   528.1   586.0   683.9  1181.1  2175.4  7675.2  71289.3    71590
read      385.1   333.7   148.8   197.1   209.8   330.2   409.6   458.7   496.3   538.9   594.7   683.6  1137.5  3258.6 11102.4  43223.7    43313
read      391.5   471.0   148.8   202.1   216.3   333.5   400.6   445.8   481.2   522.6   576.1   667.5  1176.9  5968.9 24299.7  91276.0    91672
read      320.4   267.4   160.7   203.1   218.1   307.0   335.9   350.8   362.3   373.8   393.5   428.9   575.9  3955.0 12693.9   7440.0     7385
read      364.5   626.8   160.7   198.9   211.2   327.4   370.8   392.3   406.5   425.7   452.1   500.3   888.4  9198.8 31344.2  11428.7    11473
read      371.5   319.8   148.8   195.4   208.0   321.9   398.4   446.0   485.1   523.6   567.7   633.7  1002.6  3936.6 15290.8  30835.3    30857
read      376.6   254.2   148.8   197.4   210.5   331.8   407.9   457.3   493.8   533.7   585.1   665.9  1011.0  1787.6 10248.2  36708.7    36443
read      371.3   230.0   148.8   196.8   209.6   320.6   393.1   440.6   479.9   523.2   576.9   666.9  1095.4  2336.2  7799.0  64616.0    64482
read      371.7   250.2   148.8   197.8   211.0   318.9   383.1   426.3   463.1   508.3   568.4   668.0  1304.1  2623.6  6143.6  83269.7    83105
read      387.6   495.9   148.8   197.6   210.4   328.4   405.4   455.8   494.0   536.4   590.3   678.7  1138.9  4003.7 18949.6  48326.0    48335
read      390.0   484.2   148.8   196.2   209.6   331.3   408.5   458.5   496.7   537.7   589.2   672.2  1053.0  7785.3 17849.4  38768.0    38737
read      377.5   286.3   148.8   194.8   208.0   326.6   404.5   455.1   492.9   535.8   590.0   675.3  1126.3  2147.2  7981.4  47852.0    48146
read      317.0   276.1   160.7   213.9   232.1   297.7   320.6   334.5   343.4   356.5   372.3   403.9   611.7  4251.1 10626.3   5149.7     5153
read      374.6   412.9   148.8   196.7   209.3   324.3   401.5   447.0   483.2   518.6   559.2   626.1   923.4  6274.9 15021.6  26796.3    26861
read      366.7   210.2   148.8   196.0   208.6   324.6   398.3   443.1   480.0   520.5   570.5   643.9   924.1  1921.1  7262.7  43200.0    43088
read      376.2   487.6   160.7   196.1   208.3   320.1   398.1   441.6   477.1   511.5   548.5   615.1  1084.5  6019.5 30350.0  25691.3    25767
read      373.1   312.0   148.8   198.2   211.3   318.5   381.8   423.6   459.5   505.0   564.2   670.6  1352.0  3251.1  9397.3  86070.3    86233
read      399.7   336.7   148.8   200.7   213.8   330.6   402.5   453.4   495.0   542.5   609.7   752.6  1597.8  3137.0 10782.2  80644.7    80574
read      379.9   280.2   148.8   197.3   210.1   323.1   395.9   444.4   484.7   529.5   587.7   690.9  1330.4  2359.3 10691.4  67758.7    67791
read      362.2   243.1   148.8   196.4   208.7   320.9   395.0   438.6   476.6   512.5   554.7   622.7   903.7  1589.8  7770.0  28914.3    28862
read      373.5   239.3   148.8   197.5   209.9   328.2   405.1   452.9   490.1   530.7   582.8   667.1   978.5  1768.6  8694.0  42464.7    42575
read      375.9   254.5   148.8   197.7   210.4   330.1   407.1   456.2   493.9   534.3   584.8   661.9   984.3  2309.4  8037.5  39513.3    39297
read      393.1   367.4   148.8   198.9   211.9   333.5   414.3   467.4   505.0   547.5   606.6   701.8  1176.1  5517.5 13383.3  52142.0    52018
read      407.7   347.0   148.8   205.4   220.4   342.4   412.1   458.7   495.7   541.3   607.3   752.5  1685.2  3014.0  9514.8  96200.3    95982
read      370.9   195.2   148.8   197.2   209.9   325.3   399.1   446.1   485.1   527.4   581.2   668.0  1032.2  1792.4  4763.6  46285.7    46494
read      386.8   446.0   148.8   196.7   209.6   324.8   399.8   449.9   489.8   533.2   590.3   689.0  1232.3  4155.1 18858.5  63615.7    63572
read      377.0   329.5   148.8   200.5   213.8   323.8   386.8   427.6   461.6   503.6   558.3   654.7  1308.8  3911.9  8706.9  94940.7    95159
read      374.8   392.0   148.8   198.1   211.3   322.0   385.7   427.8   463.0   505.9   561.8   651.1  1044.7  4429.8 13790.8  84354.3    84537
read      377.9   272.3   148.8   197.8   210.6   322.5   393.8   440.0   479.8   523.9   580.8   680.0  1274.9  2935.3  8094.6  71478.7    71462
read      382.1   289.0   148.8   197.0   209.8   325.1   399.4   448.1   487.6   532.4   591.1   694.5  1279.7  2855.5  8462.6  63399.7    63483
read      395.6   868.5   148.8   196.2   207.9   326.0   388.0   418.4   438.2   469.2   503.2   561.5  1167.4 13847.3 32283.7  16661.7    16612
read      394.3   488.8   148.8   198.6   211.7   333.7   412.9   459.0   495.7   533.1   579.2   663.7  1240.5  4875.0 28341.6  29233.0    29236
read      373.5   204.8   148.8   199.8   212.6   326.2   398.1   446.5   487.5   532.5   588.3   683.2   948.8  1995.3  4377.4  67688.0    67667
read      379.2   225.6   148.8   200.5   213.0   336.1   416.9   464.3   499.7   537.7   589.2   678.3   920.6  1758.0  9784.9  38218.3    38133
read      378.5   218.1   148.8   201.1   213.3   332.4   413.2   464.0   502.5   542.2   594.6   682.2   900.5  1853.4  7907.8  52558.7    52724
read      368.2   198.0   148.8   201.8   214.7   326.2   392.1   434.9   471.6   516.0   574.6   665.2   876.5  1941.6  6618.8  89659.3    89271
read      374.2   280.6   148.8   199.2   211.5   334.6   410.6   454.1   488.8   526.0   572.7   650.4   864.2  2719.9  8542.9  32999.3    33127
read      327.3   292.4   160.7   219.2   238.1   304.4   328.2   341.5   351.5   364.8   381.3   412.7   591.7  5368.7  8459.3   5082.7     5029
read      369.3   284.0   148.8   201.5   213.8   340.2   406.1   442.7   475.5   508.6   548.4   617.1   777.3  1497.0 11293.9  21673.0    21767
read      372.2   231.6   148.8   200.0   212.2   334.3   412.7   457.7   492.4   529.8   576.9   655.7   836.6  1331.8  8213.8  36284.7    36277
read      373.3   320.4   148.8   201.9   213.4   336.1   411.2   451.8   485.2   520.8   559.5   628.2   799.8  2340.3 15262.8  24479.0    24513
read      391.9   213.8   160.7   207.8   223.1   347.7   419.1   466.8   504.5   549.1   613.2   724.0   981.2  1451.8  5918.1  99574.7    99463
read      384.4   260.8   160.7   202.6   214.4   342.0   421.5   467.6   502.5   540.6   592.2   675.9   893.5  3517.9  9382.2  34417.3    34248
read      376.8   247.2   148.8   201.4   213.6   335.6   415.9   462.2   497.8   535.8   585.0   665.0   852.7  1639.0 11189.7  36228.3    36175
read      357.4   203.6   160.7   203.6   215.4   342.8   400.0   426.2   445.7   471.1   501.8   545.3   696.0  1924.4  7943.5  15320.3    15348
read      408.2   295.3   148.8   203.2   217.1   345.8   427.5   483.8   525.1   574.8   640.7   764.1  1401.1  2695.8  7841.4  68150.7    68124
read      382.4   227.7   160.7   202.5   214.5   340.2   418.4   470.0   502.7   537.4   582.1   660.5  1023.4  1764.1  8066.7  23205.7    23132
read      417.5   406.1   148.8   205.3   220.1   346.5   423.1   477.6   519.7   571.0   639.0   778.9  1594.5  3700.1 14172.0  78002.3    78263
read      393.1   376.8   148.8   202.5   215.8   334.5   403.7   452.7   491.1   535.9   592.3   685.4  1388.1  4847.1 12047.2  80571.7    80394
read      398.6   477.4   148.8   203.5   216.9   333.9   402.2   448.8   487.4   532.4   590.0   690.5  1603.1  3994.7 15201.6  82955.7    82767
read      396.5   316.2   148.8   202.4   214.6   336.6   413.3   467.5   506.2   549.8   610.2   711.0  1438.7  2730.1 12349.2  62589.3    62604
read      422.3   439.9   148.8   202.7   215.5   342.4   425.1   481.7   521.9   571.1   640.7   809.7  1755.5  4782.0 16238.3  60176.7    60257
read      398.4   362.0   160.7   202.4   215.1   343.2   424.9   479.5   516.9   559.9   617.6   706.9  1199.1  3934.9  9341.9  46208.7    46257
read      390.0   321.4   148.8   202.0   214.3   331.1   401.7   451.0   490.6   535.4   592.7   693.1  1509.2  3116.4  9722.1  72654.0    72716
read      394.3   351.7   148.8   201.3   214.0   334.2   411.1   464.5   503.8   548.4   608.1   702.4  1322.4  3419.0 11757.5  63033.7    63158
read      400.7   393.5   148.8   202.5   215.6   337.8   411.6   463.3   504.5   550.6   613.3   720.1  1422.0  3661.5 15849.0  72460.0    72570
read      392.1   279.9   148.8   201.4   214.0   332.1   406.6   458.3   498.1   542.8   605.8   713.4  1513.3  2465.9  7270.7  64756.3    64803
read      393.6   301.4   148.8   201.3   214.1   335.4   411.1   462.9   501.7   544.7   603.4   700.6  1461.6  2738.7  7637.9  61045.7    61262
read      385.1   305.8   148.8   201.0   213.2   338.5   416.7   466.8   504.1   544.2   596.0   674.8  1006.2  2156.8 12033.5  35369.7    35474
read      361.2   210.7   160.7   201.2   212.7   331.7   402.2   437.3   469.6   499.0   532.7   585.4   838.0  1636.5  8202.3  19029.7    18974
read      381.5   344.8   160.7   201.5   213.7   339.7   413.3   459.4   491.1   523.3   562.9   630.3  1017.8  3976.8 12746.1  20591.3    20598
read      418.2   397.4   148.8   202.9   216.1   348.1   433.3   490.7   529.6   576.8   641.2   762.4  1558.3  4085.0 10855.6  53945.0    53930
read      373.8   280.1   160.7   201.2   213.0   336.1   408.7   451.4   484.5   516.7   552.8   618.6   988.3  2278.5 12704.3  20737.0    20791
read      386.5   255.9   160.7   199.4   212.3   330.8   406.1   459.8   499.5   543.9   603.2   700.4  1275.6  2364.9  6813.5  66516.3    66875
read      358.4   226.1   148.8   198.5   210.4   330.5   396.5   432.4   463.2   493.9   528.3   581.9   847.6  1657.1  7062.3  18491.0    18504
read      369.4   303.5   148.8   199.7   211.3   336.9   399.5   431.9   460.1   490.2   524.7   586.4   957.8  4596.6 10318.5  16134.3    16237
read      342.0   224.0   148.8   205.2   218.2   330.4   367.9   387.5   400.6   419.3   443.7   491.8   658.6  2521.3  8189.0   9489.3     9428
read      392.8   243.9   148.8   202.3   215.0   345.9   427.3   480.5   516.4   558.7   614.8   696.8  1104.2  1958.4  8652.3  40903.7    41045
read      389.0   265.5   160.7   201.7   214.5   335.0   409.6   462.3   501.6   546.2   605.2   701.5  1238.2  2415.3  9028.3  68819.7    68913
read      407.9   378.7   148.8   203.8   217.7   342.8   419.3   472.6   514.0   561.7   627.6   744.8  1478.9  4166.9 12670.0  75321.3    75380
read      408.9   445.9   148.8   206.0   220.9   343.0   414.0   461.4   498.9   544.5   609.3   732.8  1526.2  4894.0 19181.9  87756.7    87816
read      385.2   312.6   148.8   204.5   218.4   332.8   400.0   445.2   482.4   525.3   580.7   674.0  1238.2  3464.8  8684.3  84646.0    84448
read      364.1   467.7   160.7   205.1   218.8   339.1   385.4   409.1   426.2   448.5   481.2   529.3   846.6  4761.3 30811.2  11850.3    11826
read      402.4   410.9   160.7   204.1   217.9   339.4   415.8   468.6   507.5   551.0   612.4   718.5  1287.1  4243.8 13721.6  70734.0    71231
read      416.7   383.6   148.8   206.2   221.4   349.0   421.4   471.2   510.1   560.0   634.5   793.5  1637.8  4016.4  9985.2  90770.3    90851
read      393.5   367.9   148.8   202.0   215.3   332.1   401.0   449.3   489.6   536.5   597.7   700.6  1498.8  3810.1 10252.3  76672.3    76670
read      397.7   216.9   148.8   208.9   224.7   351.8   423.1   471.2   508.1   553.2   615.8   726.2  1037.3  2022.3  7316.3  97780.7    97575
read      394.8   614.2   148.8   201.7   213.3   333.7   408.9   456.2   491.3   525.9   566.5   631.1  1040.5  8487.5 29991.2  24813.3    24720
read      397.0   458.7   148.8   200.9   213.6   332.3   403.0   454.6   495.6   541.3   601.4   707.1  1470.4  4547.8 21338.0  73151.3    73270
read      388.1   246.0   148.8   200.9   213.4   337.2   416.8   469.5   506.5   548.4   609.0   702.0  1164.7  2027.6  7789.0  48821.3    48954
read      373.7   286.9   148.8   202.6   215.7   327.3   393.3   434.6   470.1   512.9   569.5   660.2   927.3  3093.0  9227.3  87665.7    88062
read      371.9   196.8   148.8   200.3   213.3   336.4   408.0   449.8   486.5   526.7   573.5   640.3   844.1  1636.3  5314.4  38816.7    38850
read      373.8   258.0   148.8   198.3   211.9   331.4   406.7   452.7   488.5   528.4   577.5   656.7   884.6  2272.3  7050.4  48702.7    48812
read      357.9   231.7   148.8   196.4   209.7   319.0   386.6   428.9   464.0   507.6   558.1   636.0   801.8  1354.2  7973.1  69420.3    69474
read      349.6   166.2   148.8   200.1   213.3   316.0   376.4   414.1   444.1   483.3   533.4   608.8   778.8  1196.7  7661.2  94115.0    94336
read      387.2   424.6   148.8   198.7   211.7   332.5   408.6   451.6   487.0   526.8   576.2   659.7  1146.1  4539.9 18943.1  36830.0    36813
read      333.8   447.0   160.7   211.1   228.2   304.5   329.4   342.7   353.0   365.5   382.0   416.1   635.7  7931.9 15381.4   5791.7     5768
read      392.2   361.2   148.8   204.3   219.2   339.7   409.8   457.8   494.9   538.7   596.0   691.8   976.4  4985.9 11141.9  92271.0    92659
read      402.4   432.4   148.8   200.2   213.3   334.1   409.0   461.4   502.2   548.1   611.7   718.4  1503.2  5046.4 22338.0  69237.3    69270
read      421.3   548.5   148.8   207.4   223.3   351.5   424.5   472.6   510.5   557.6   622.6   743.7  1479.6  5817.8 29967.4  91765.3    91531
read      360.6   573.4   148.8   202.7   215.9   328.2   366.6   387.1   400.9   420.3   448.1   508.2   911.8  6642.8 32509.1  10062.7     9997
read      364.0   420.4   160.7   203.8   216.7   333.2   374.2   396.8   413.1   432.2   466.8   535.2   864.8  5482.7 10200.5  10460.7    10471
read      418.4   476.7   148.8   206.4   222.4   350.8   427.0   478.6   517.2   564.3   631.1   790.0  1238.9  5252.1 20004.9  96566.7    96662
read      406.0   469.9   148.8   199.9   213.5   334.7   409.7   462.1   501.9   547.2   613.4   725.5  1575.0  5179.1 19647.8  70780.7    70836
read      416.3   403.0   148.8   204.1   218.7   343.0   419.5   471.8   510.2   558.7   627.7   770.6  1765.1  4052.2 10988.2  87477.7    87456
