Random waveform, random seed
Total number of intervals = 320 (80170, 22185, 28449, 47094, 77010, 28408, 17289, 13509, 37265, 95921, 71931, 65505, 90913, 68005, 22433, 23728, 16617, 18496, 59540, 60929, 43428, 36590, 52762, 49896, 57929, 65071, 12781, 54188, 74019, 97048, 14221, 39639, 10165, 79916, 25296, 57008, 71828, 46055, 6160, 29488, 16328, 15697, 44330, 79992, 66651, 54611, 70731, 38642, 56840, 92798, 24054, 81583, 21624, 9087, 20228, 7436, 97400, 29614, 55418, 38730, 25304, 9885, 35417, 15156, 81769, 18088, 53079, 69270, 85432, 22068, 60363, 16061, 93933, 96648, 30474, 66425, 70240, 60410, 55868, 7720, 27143, 34010, 13048, 90556, 53631, 28408, 16107, 94730, 93084, 71818, 62439, 51719, 14820, 30488, 14711, 8365, 38629, 30653, 37223, 63812, 43048, 15374, 40647, 27084, 92997, 38550, 31525, 57170, 29094, 59614, 70715, 57048, 83872, 10453, 78595, 67169, 32865, 56042, 72638, 79975, 76162, 25917, 54274, 14185, 90455, 65206, 90508, 14420, 53986, 13395, 32173, 27378, 88203, 39077, 57389, 17493, 28360, 68233, 49589, 29052, 98333, 33974, 76968, 84178, 20883, 84850, 15228, 51085, 94532, 92146, 83073, 70886, 77804, 71443, 35684, 41626, 58433, 80740, 97664, 10595, 93802, 84470, 93030, 30367, 71902, 64013, 89307, 63288, 71266, 10641, 13708, 54186, 53109, 87008, 96602, 24533, 59543, 25740, 26370, 53819, 55342, 99864, 20845, 26902, 72622, 88195, 96763, 58251, 60667, 8212, 31311, 63590, 5483, 52686, 99948, 11745, 30622, 76438, 92749, 54077, 27675, 40835, 51390, 83072, 53512, 29166, 26415, 52882, 75897, 39399, 57511, 64130, 63815, 90552, 93064, 28147, 93424, 89770, 46478, 91709, 56020, 83064, 21083, 29315, 56345, 40644, 84326, 41582, 68656, 38850, 39836, 76677, 30926, 53496, 46991, 66505, 76623, 67318, 60709, 47272, 36136, 33362, 48156, 78492, 34081, 74837, 82809, 13262, 70361, 89682, 97640, 86406, 40674, 9728, 48722, 81751, 98518, 8553, 68545, 63728, 56191, 15399, 81533, 43633, 52335, 94030, 26137, 43310, 39586, 68797, 20173, 40320, 48058, 35034, 33474, 33868, 96450, 31801, 33272, 61416, 47510, 43731, 82338, 77891, 97669, 98629, 75850, 99570, 22567, 85030, 8225, 62917, 15655, 95196, 49367, 94148, 95375, 19514, 78640, 63320, 43731, 95290, 7277, 87134, 25157, 6735, 9322, 67235, 98759, 71317, 7392, 36811, 68005, 9975, 19245, 23953, 5042, 54996, 72318, 16866)
Average QPS expected = 52243
Timestamp start: 1715642871306
Timestamp end: 1715643831926

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      385.5   394.9   148.8   204.3   217.0   333.3   415.4   464.0   499.1   532.7   572.4   640.3   984.0  4033.5 14100.9  25306.0    25296
read      409.2   310.5   148.8   203.5   216.9   335.1   406.5   458.2   503.2   557.6   637.2   878.6  1498.1  4131.6  6973.7  57000.0    57008
read      379.2   323.0   148.8   204.2   217.6   333.6   400.5   440.0   472.3   513.1   565.6   653.3  1089.6  2678.1 14268.9  71850.7    71828
read      374.3   217.2   148.8   202.9   215.6   335.7   402.7   447.2   485.7   530.6   581.0   653.1   891.0  1855.9  7875.0  45841.3    46055
read      342.3   306.5   160.7   212.6   231.6   319.3   347.1   364.1   374.8   391.6   412.7   465.3   698.0  4922.0 12324.4   6181.7     6160
read      485.4   862.1   148.8   202.7   216.2   349.7   463.8   536.9   590.9   675.5   809.6   993.4  1691.4 12248.1 32427.5  29343.3    29488
read      392.9   398.2   160.7   203.7   215.7   351.8   421.8   460.7   490.0   524.0   574.1   671.0   971.9  4291.5 13486.7  16316.7    16328
read      464.4   914.0   160.7   204.5   217.8   369.4   449.1   500.9   537.9   587.1   651.5   746.2  1842.9 11435.9 32162.3  15680.0    15697
read      426.8   480.8   148.8   203.9   217.4   341.3   418.2   478.8   527.7   584.5   668.7   943.2  1432.0  5164.2 15500.6  44257.0    44330
read      378.2   459.7   148.8   203.7   217.0   329.6   393.8   431.3   462.1   499.9   547.3   627.0   991.1  4835.1 19710.5  80115.0    79992
read      387.8   330.2   148.8   204.5   217.7   337.6   404.3   447.0   482.3   526.7   582.9   675.5  1339.5  2862.6  9822.2  66567.3    66651
read      381.4   282.5   148.8   203.1   215.6   334.8   400.8   442.8   479.7   527.8   583.8   665.4  1080.7  4052.5  8274.5  54587.3    54611
read      389.4   387.3   148.8   204.9   218.4   337.5   405.5   448.3   483.2   525.5   580.3   671.9  1248.7  3837.5 12837.5  71092.0    70731
read      391.7   325.5   148.8   203.0   216.0   342.6   415.2   466.8   509.9   551.4   603.6   677.9  1086.4  4289.2  9042.5  38552.0    38642
read      391.4   404.8   148.8   204.0   216.8   340.1   408.1   454.0   492.9   538.1   596.9   683.3  1149.0  2698.0 17917.5  56721.3    56840
read      381.6   412.0   148.8   206.9   221.3   332.8   394.4   430.5   459.7   496.2   543.8   624.6  1379.3  4852.4 17013.6  92859.0    92798
read      408.8   681.1   160.7   203.5   216.1   337.7   422.2   476.4   510.3   541.8   582.9   656.1  1192.1  8336.1 36140.6  23983.3    24054
read      393.4   350.7   148.8   203.8   217.9   338.0   404.2   446.0   479.8   521.7   578.5   678.1  1599.6  3542.7 10338.3  81253.3    81583
read      385.9   369.0   148.8   203.3   215.1   339.4   418.6   463.2   494.3   525.9   562.2   629.4  1015.5  4264.1 15218.5  21635.7    21624
read      398.6   679.6   173.5   209.6   224.8   347.7   390.9   415.4   433.0   465.4   506.0   574.8  1235.2  7875.9 32077.1   9141.0     9087
read      551.5  1375.3   160.7   205.0   218.1   379.1   491.1   549.7   603.1   679.4   772.9   914.9  4266.7 27339.0 40891.0  20088.0    20228
read      440.8  1101.0   160.7   209.1   225.4   339.5   383.4   408.1   431.6   469.5   507.1   563.9  3108.4 15811.0 37145.1   7508.0     7436
read      697.8  1462.1   160.7   257.6   287.4   472.3   556.4   609.4   651.0   715.4  1312.7  1718.8  2987.2 21260.0 37307.8  97229.3    97400
read      409.8   533.4   160.7   204.4   217.0   336.7   418.3   475.6   516.9   556.5   606.8   688.0  1239.8  7282.0 27901.7  29974.0    29614
read      417.8   644.5   148.8   204.9   218.5   340.9   412.6   462.5   504.2   551.2   618.2   729.7  1498.5  8368.2 31723.1  55525.3    55418
read      380.7   284.4   148.8   202.5   214.8   333.2   403.3   456.0   498.2   540.4   588.7   655.9  1020.4  3143.1 10326.0  38813.0    38730
read      399.8   467.4   148.8   201.9   214.1   333.4   427.0   482.6   517.8   550.5   592.6   684.6  1091.5  5516.8 19121.0  25406.7    25304
read      489.1  1317.1   160.7   208.6   223.0   354.2   406.6   440.3   475.4   511.6   558.7   635.5  3947.2 27942.5 32286.1   9921.7     9885
read      445.6   785.2   160.7   204.0   217.3   340.9   425.9   492.4   537.1   586.5   655.0   867.3  1331.6 12262.4 31565.6  35270.0    35417
read      496.3  1354.8   160.7   206.6   219.7   368.0   438.1   486.4   519.1   560.6   624.0   715.4  2642.6 19688.7 42600.8  15084.3    15156
read      490.9   982.3   148.8   210.9   226.9   365.7   434.2   476.3   509.1   552.3   625.4  1096.4  2338.8 13373.4 34751.7  81918.7    81769
read      458.1   924.4   160.7   205.3   218.2   359.4   438.4   488.3   521.0   559.3   626.3   749.9  2020.6 12383.8 32129.7  18188.3    18088
read      395.4   520.8   148.8   203.2   215.7   333.5   397.9   440.6   480.9   532.0   590.6   675.0  1258.0  7513.2 20531.7  53041.3    53079
read      384.2   282.9   160.7   206.2   219.7   336.9   406.1   449.2   484.6   527.2   582.4   671.1  1106.0  3083.1  5493.9  69591.7    69270
read      384.3   442.8   148.8   206.0   219.8   330.3   392.6   430.4   461.2   499.9   550.3   639.6  1480.4  4916.9 28043.1  85242.7    85432
read      388.4   249.0   160.7   206.3   219.4   343.6   429.1   479.6   512.3   541.5   579.4   646.8  1005.0  3565.2  8367.0  22001.3    22068
read      476.1   996.1   160.7   207.0   221.3   345.7   416.3   466.0   508.9   563.5   640.1   949.9  2045.0 13688.9 35265.1  60532.7    60363
read      383.9   340.1   160.7   206.2   218.9   350.6   417.9   451.8   477.6   505.7   540.9   607.6   887.4  5057.4 12033.1  16151.0    16061
read      714.6  1778.9   160.7   259.1   292.0   463.4   539.6   588.8   628.5   682.6   799.2  1603.2  6259.5 29398.3 37649.8  93720.7    93933
read      399.0   446.0   160.7   213.9   230.0   352.8   415.5   455.8   486.9   523.9   571.3   645.6   956.3  5609.5 17281.6  96712.7    96648
read      394.0   375.5   148.8   201.0   213.8   335.8   419.0   476.7   516.4   554.0   598.2   676.4  1158.7  4866.7 11909.3  30375.0    30474
read      422.6   732.8   148.8   203.9   216.6   333.8   398.3   438.8   475.1   524.1   589.2   708.0  1743.8  9080.7 31511.0  66262.7    66425
read      375.6   291.8   148.8   204.1   216.9   329.1   392.6   431.8   464.6   507.5   561.6   644.8  1186.8  3907.8  7598.7  70224.0    70240
read      393.4   366.5   148.8   204.9   218.2   341.0   410.9   455.6   492.0   535.8   591.4   678.0  1243.0  3789.4 13462.7  60594.0    60410
read      376.5   308.3   160.7   203.0   215.3   332.9   397.0   438.3   475.6   522.1   577.4   655.0   957.1  2554.5 12527.1  55947.0    55868
read      415.4   824.8   148.8   211.6   228.0   341.2   382.4   406.4   428.6   465.7   507.9   573.0  1241.2 12353.7 30645.0   7800.3     7720
read      456.9   903.7   148.8   203.2   215.6   338.3   429.6   490.6   528.0   567.9   629.3   821.0  1854.0 13433.2 31954.5  27160.3    27143
read      395.0   453.2   148.8   203.7   216.7   339.4   417.2   473.9   516.3   555.7   602.3   671.3  1016.6  5035.0 18213.4  33914.3    34010
read      386.5   598.1   160.7   207.5   220.0   349.1   403.5   428.9   448.3   471.5   501.7   545.5  1054.0  7405.2 35172.0  13115.7    13048
read      394.1   420.7   148.8   207.9   222.6   341.2   404.7   444.6   476.5   516.4   569.1   660.8  1444.0  4372.4 14804.4  90456.3    90556
read      383.3   298.2   148.8   203.3   216.3   338.5   405.5   450.2   488.6   535.4   591.4   673.4  1012.6  2513.9  9592.0  53640.0    53631
read      377.2   218.7   160.7   203.5   216.2   331.0   414.1   469.4   508.7   542.6   582.3   638.1   914.8  2057.3  7833.3  28454.0    28408
read      389.6   623.6   160.7   206.3   219.0   350.1   414.6   446.6   471.0   497.6   528.8   576.8   890.7  8030.8 31359.7  16112.0    16107
read      396.6   492.9   160.7   210.4   225.4   341.8   404.6   444.0   475.8   515.6   568.9   655.3  1289.3  5911.9 17443.4  94845.3    94730
read      390.8   310.7   148.8   209.7   224.9   341.4   406.0   447.3   478.8   517.1   567.8   652.5  1404.0  3612.0  8931.0  93326.7    93084
read      384.4   249.1   148.8   205.9   220.2   336.0   402.2   443.4   476.8   519.4   574.7   663.1  1387.6  2752.4  6825.3  71969.3    71818
read      376.4   295.6   148.8   205.3   218.7   332.1   395.8   434.9   470.9   519.1   576.7   658.8  1018.7  2683.6  8065.8  62434.7    62439
read      381.3   272.3   148.8   205.8   219.2   335.4   401.7   446.4   486.9   535.0   590.3   669.2  1077.4  2248.4  9721.5  51664.3    51719
read      362.9   214.0   148.8   207.5   220.2   347.6   406.6   434.6   457.5   482.6   510.5   549.9   732.9  1479.8 10904.4  14705.7    14820
read      381.9   225.6   160.7   204.3   216.9   337.0   416.8   475.4   513.7   549.6   593.5   655.0   934.4  1671.4  8423.6  30420.7    30488
read      376.7   460.2   160.7   206.0   217.8   343.4   402.0   429.8   450.9   475.3   504.4   548.1   926.8  8328.8 12736.0  14586.0    14711
read      372.0   661.3   160.7   213.3   228.4   336.0   371.3   390.4   402.8   419.8   438.8   486.6   982.9  7307.9 31767.3   8378.3     8365
read      391.0   539.4   148.8   202.3   214.6   329.1   398.4   447.9   490.1   533.7   581.1   646.5  1146.0  5242.1 30300.3  38461.7    38629
read      378.8   221.4   148.8   203.6   216.2   332.9   413.7   469.9   510.0   545.1   587.7   646.5   911.0  2125.0  5973.7  30599.3    30653
read      387.2   383.9   148.8   203.2   215.8   335.8   409.8   463.9   507.5   548.4   597.8   666.9   970.3  3776.2 15018.4  37223.3    37223
read      364.2   280.3   148.8   202.5   215.0   326.3   390.7   427.5   457.6   498.9   548.5   621.4   820.7  2415.2  8135.1  63823.7    63812
read      386.5   425.4   148.8   202.9   216.2   334.4   402.4   446.6   484.7   530.0   575.5   639.6  1015.9  4475.4 14819.8  43112.7    43048
read      371.2   231.8   160.7   209.5   222.5   353.2   414.3   443.7   465.8   491.7   522.0   566.3   749.7  3838.1  8921.9  15419.0    15374
read      377.3   255.0   148.8   202.4   214.7   332.2   400.9   448.6   490.4   534.3   581.9   649.8   953.8  2730.9  8124.7  40637.7    40647
read      365.2   191.5   160.7   202.3   214.5   325.7   407.6   455.1   489.4   523.4   556.6   604.8   769.9  1722.6  7606.0  26915.3    27084
read      370.1   302.4   148.8   204.9   218.5   325.9   387.1   422.8   451.4   488.7   538.1   619.9  1097.0  3344.7  8584.5  92643.7    92997
read      362.1   205.1   148.8   200.3   212.8   323.2   391.2   437.6   477.5   521.7   565.5   625.2   790.5  1473.6  6320.7  38623.3    38550
read      383.3   287.7   148.8   203.2   216.1   332.9   414.7   470.5   511.5   546.6   588.7   652.5   989.7  3846.2 12570.7  31477.0    31525
read      365.9   248.3   148.8   201.0   213.4   327.0   389.4   427.8   460.8   506.0   559.4   634.7   923.9  1974.0 12133.9  57242.0    57170
read      374.5   252.2   160.7   202.7   215.4   328.6   410.4   463.1   501.2   536.8   576.6   636.8   961.8  1399.5 12213.0  29115.3    29094
read      374.1   210.1   148.8   200.7   213.8   332.5   398.5   438.8   475.0   520.7   577.2   659.8  1061.7  2074.4  5151.8  59077.0    59614
read      374.0   357.5   148.8   203.1   215.6   328.9   393.6   432.1   464.0   504.6   555.4   635.9  1006.5  3592.7 10721.7  70953.0    70715
read      370.0   209.9   148.8   201.4   214.0   328.9   394.0   434.7   469.4   515.5   570.1   645.5   966.4  2063.1  6382.5  57165.0    57048
read      374.6   266.9   148.8   203.3   216.4   327.9   391.1   428.0   458.1   497.6   548.3   639.1  1363.2  2867.8  6842.4  83993.7    83872
read      357.2   481.2   160.7   206.9   220.1   332.0   372.1   392.3   405.1   422.5   442.9   484.4   675.0  8348.2 15812.1  10467.7    10453
read      373.0   294.5   148.8   202.4   214.9   325.0   388.2   426.1   456.9   497.2   548.5   634.7  1312.7  3672.2  6915.4  78588.0    78595
read      368.4   220.0   148.8   199.8   212.4   323.9   386.8   425.9   459.2   504.9   562.0   651.8  1189.2  2138.0  6953.3  67304.7    67169
read      376.0   285.2   160.7   200.6   213.5   326.0   403.0   456.7   498.2   536.7   579.3   641.1  1018.5  2150.4 12166.7  33049.7    32865
read      376.3   220.1   148.8   202.4   215.3   333.7   398.8   440.6   478.9   526.3   583.5   666.3  1064.5  2090.4  7560.4  55999.0    56042
read      370.1   283.1   148.8   201.0   213.7   323.2   383.0   420.5   452.1   495.5   550.0   640.3  1310.6  2753.4  6923.4  72467.0    72638
read      372.9   305.3   148.8   201.4   213.8   323.8   384.6   420.9   451.0   491.9   547.1   645.8  1480.1  2714.6  8137.0  80083.0    79975
read      369.5   266.4   148.8   201.9   214.2   325.4   387.4   424.7   455.9   497.0   548.7   636.5  1183.5  2546.4  8839.9  76196.0    76162
read      367.6   203.6   148.8   201.2   213.3   323.5   409.4   459.5   494.5   527.3   561.6   614.0   921.6  1844.4  5595.7  25819.3    25917
read      381.1   322.4   148.8   202.0   214.6   331.9   397.7   441.5   482.5   531.3   587.1   672.0  1147.6  2238.0 13444.8  54001.3    54274
read      366.7   278.6   160.7   205.7   217.7   347.5   404.8   431.2   452.4   476.8   504.7   548.4   891.0  3219.8 12286.5  14385.0    14185
read      391.0   489.7   148.8   205.1   219.6   336.1   399.1   437.0   468.3   506.8   560.1   655.1  1397.0  5218.3 28401.0  90489.7    90455
read      374.6   331.2   148.8   201.5   213.9   326.6   390.1   428.9   462.7   506.5   563.9   650.7  1197.6  2956.7  7837.7  64998.3    65206
read      375.7   263.2   148.8   204.8   218.7   327.5   387.9   424.5   454.3   493.5   544.6   633.2  1522.5  2717.4  9467.9  90485.7    90508
read      367.5   407.5   160.7   205.6   218.1   346.0   402.9   429.9   451.0   475.6   503.3   543.6   783.6  4507.6 28517.4  14323.7    14420
read      377.1   224.6   148.8   202.8   215.6   333.8   399.6   443.4   482.1   527.9   584.0   664.4  1057.1  2195.9  7147.0  53947.0    53986
read      377.6   750.7   160.7   204.1   215.5   336.6   385.6   409.8   425.9   445.1   470.8   509.1   925.3  7907.8 32534.8  13279.0    13395
read      380.5   467.9   160.7   200.8   213.2   323.2   400.2   454.5   496.2   534.9   577.6   637.2  1013.3  4903.2 15470.6  32179.3    32173
read      388.9   434.9   160.7   202.7   215.4   330.3   420.5   477.7   514.9   548.1   586.4   643.9  1044.7  5920.7 10214.1  27519.3    27378
read      393.5   324.6   148.8   207.5   222.1   340.2   405.0   445.7   477.7   517.6   570.8   672.6  1546.5  2935.9 12799.7  88284.3    88203
read      378.4   241.0   148.8   203.0   215.8   332.2   403.0   454.1   496.7   539.0   588.6   658.7  1034.5  2007.8 10369.8  39059.3    39077
read      385.3   240.3   160.7   204.2   216.9   338.8   406.7   451.2   490.4   537.7   597.5   685.1  1192.6  2149.4  6683.3  57603.0    57389
read      377.3   279.5   160.7   206.3   218.9   347.6   419.2   455.7   481.6   507.6   538.8   586.7   873.1  3178.6 12370.0  17606.7    17493
read      370.6   251.2   160.7   201.6   214.1   324.6   408.4   463.0   499.1   533.0   570.7   625.3   883.4  1472.3  9421.2  28379.7    28360
read      378.4   254.4   148.8   202.6   215.0   327.9   390.6   429.4   463.4   508.6   568.5   665.9  1431.3  2872.8  7745.8  68272.3    68233
read      373.7   217.9   148.8   201.2   213.9   329.6   395.7   440.5   483.4   531.5   585.8   661.3  1033.1  1963.6  7073.8  49428.0    49589
read      375.0   460.7   160.7   199.8   212.3   320.2   402.4   455.0   493.5   528.9   566.2   622.2   927.7  5679.0 21746.9  29036.3    29052
read      404.1   384.0   160.7   212.1   228.4   350.9   413.6   453.4   485.0   524.4   578.2   672.0  1597.8  4232.9 12183.7  98434.7    98333
read      377.2   270.8   148.8   199.0   212.3   326.5   400.2   455.7   497.8   537.5   581.6   641.7   983.1  4498.8  9116.9  33806.7    33974
read      383.2   396.9   148.8   202.8   215.9   330.3   393.4   432.0   465.1   507.2   564.8   660.3  1443.3  2855.2 19661.6  76597.3    76968
read      371.0   335.8   148.8   203.4   216.0   323.5   384.3   420.0   448.6   487.0   538.6   628.1  1424.5  2906.8  9405.4  84168.7    84178
read      366.5   234.7   160.7   202.9   213.9   332.1   413.2   455.2   484.3   512.5   542.5   589.6   835.6  1674.1  9451.0  21007.3    20883
read      390.9   274.3   148.8   206.1   220.2   335.8   401.0   442.3   476.5   518.2   576.1   681.6  1619.9  2729.2  8058.8  84666.7    84850
read      360.4   292.2   160.7   203.8   215.2   339.0   395.8   423.6   443.1   468.8   499.1   543.2   815.2  2881.9  9768.8  15166.7    15228
read      393.5   386.8   148.8   203.3   215.9   339.9   408.6   456.5   497.3   542.8   601.9   685.5  1196.8  4426.9 15279.3  50962.7    51085
read      372.8   268.2   160.7   204.2   218.0   327.2   387.0   423.0   451.6   488.2   537.6   623.3  1486.2  2798.5  7612.9  94492.7    94532
read      389.0   279.7   148.8   206.5   221.3   338.6   401.1   439.8   471.4   512.2   567.8   669.3  1545.1  2686.0  9871.1  91956.0    92146
read      376.7   243.0   148.8   204.6   218.2   331.0   394.1   432.2   464.2   503.4   553.4   640.6  1460.7  2620.9  7816.4  82960.3    83073
read      384.7   284.2   148.8   202.9   215.6   331.8   396.7   436.6   472.2   519.5   581.4   687.2  1444.2  2498.9 11017.6  71130.3    70886
read      390.7   302.2   148.8   204.1   217.4   334.8   402.5   445.3   479.7   522.7   579.6   682.8  1578.7  2888.4  7330.5  77726.3    77804
read      402.1   373.8   148.8   205.4   219.4   341.6   413.7   458.1   492.4   534.2   593.4   698.3  1591.8  4038.1  9942.2  71519.0    71443
