Random waveform, random seed
Total number of intervals = 320 (6934, 27571, 99947, 90608, 73009, 35021, 13352, 68902, 86105, 13134, 6345, 97733, 29944, 81741, 25463, 12344, 25930, 77531, 32667, 65842, 52422, 36365, 85641, 8859, 79286, 80845, 61122, 50190, 46820, 38810, 28042, 35961, 42416, 25927, 31385, 80340, 29977, 76697, 74340, 81364, 38978, 12587, 33956, 69624, 59126, 45026, 98538, 64683, 42042, 18342, 37986, 53727, 28836, 90500, 75315, 27970, 74864, 62754, 30680, 9845, 19742, 9853, 68579, 70923, 33200, 86244, 79364, 62435, 80906, 40945, 13091, 42293, 50561, 13246, 88660, 27273, 33616, 41609, 53006, 65609, 22102, 62289, 93279, 25719, 43538, 81970, 64041, 82603, 70495, 72424, 85276, 55936, 96322, 58004, 81490, 81517, 54983, 38976, 63927, 76081, 76983, 37371, 68206, 62606, 93651, 10643, 48607, 53157, 38574, 54825, 48703, 51830, 72193, 13695, 39233, 23461, 96860, 85257, 22788, 94465, 8851, 44301, 71932, 89580, 96807, 43753, 82535, 68416, 81172, 42972, 55803, 55070, 83452, 75899, 70120, 33455, 96916, 68328, 28224, 68049, 98679, 60505, 41279, 18583, 11462, 30012, 82608, 60594, 17380, 20518, 29158, 90592, 97106, 42124, 64312, 76712, 52731, 16167, 60851, 58041, 39276, 73750, 52633, 69430, 21217, 11093, 11543, 56832, 49537, 96169, 48968, 45952, 78973, 41656, 80717, 5503, 6581, 78964, 85062, 64172, 10655, 45736, 61537, 88500, 88880, 98310, 27396, 17493, 19991, 12243, 40706, 70294, 19667, 71538, 26217, 55557, 5649, 94043, 43788, 93773, 61666, 78496, 10473, 41874, 34343, 9615, 61662, 5883, 37330, 50941, 48158, 11243, 50621, 73989, 78132, 76745, 25468, 6884, 35034, 34679, 55030, 80891, 76630, 91765, 55035, 72147, 85505, 95589, 90924, 65070, 96153, 75359, 8498, 85395, 51210, 96879, 13397, 64750, 33564, 25118, 23708, 69832, 42083, 44109, 77718, 50865, 95540, 39099, 51978, 85016, 56425, 50773, 61533, 21685, 77747, 55571, 50244, 17804, 30304, 62001, 91788, 46132, 73028, 82921, 95132, 19744, 35630, 83024, 6824, 79066, 83830, 67685, 56997, 69696, 26485, 6755, 66046, 62606, 99379, 45522, 66031, 95017, 80261, 41673, 89719, 49339, 5644, 96736, 86736, 78918, 73777, 22891, 10289, 76441, 59665, 73451, 56178, 85077, 31439, 33965, 32758, 76278, 68795, 86607, 8065, 35279, 70060, 73271, 80730, 30956, 91013, 36655, 6833, 41114, 84193, 97214, 36721, 72652, 29282, 83918)
Average QPS expected = 54539
Timestamp start: 1715643875310
Timestamp end: 1715644836014

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      393.1   482.6   148.8   199.6   212.0   330.3   413.5   472.5   504.3   540.4   586.2   670.9  1107.8  5076.3 26989.3  28111.0    28224
read      413.2   531.4   148.8   202.1   215.2   339.0   410.6   457.9   493.1   535.6   596.2   722.0  1667.6  7512.5 29320.3  68083.7    68049
read      398.5   264.4   160.7   208.1   224.0   347.8   413.2   456.1   489.4   530.9   587.9   690.9  1564.9  2947.6  6455.7  98779.3    98679
read      386.5   254.3   148.8   200.8   214.1   340.4   408.4   452.5   486.6   527.0   582.9   672.6  1291.4  2733.3  6415.6  60634.3    60505
read      380.9   246.5   148.8   199.4   212.5   336.5   407.5   459.1   496.2   537.3   588.8   660.4  1067.2  2153.0  7667.8  41150.7    41279
read      379.8   317.3   160.7   200.5   212.2   340.6   416.6   459.4   485.8   512.1   549.6   626.7   956.0  4953.5 11730.7  18490.0    18583
read      480.6  1381.8   160.7   201.6   214.7   347.3   399.7   435.1   462.2   494.6   542.9   625.6  3809.6 29258.4 36333.4  11408.0    11462
read      506.0  1117.2   160.7   202.7   216.0   349.9   462.8   532.1   586.0   661.4   806.2  1017.2  1967.2 15435.9 37454.0  29923.0    30012
read      458.8   643.8   160.7   210.0   226.7   366.1   442.2   491.0   527.7   576.3   647.7   830.2  1968.2  9274.4 30649.5  82252.3    82608
read      387.7   262.2   148.8   201.6   214.9   342.8   414.1   460.3   494.6   535.2   591.8   680.3  1219.9  2472.0  6448.0  60365.0    60594
read      431.7   836.7   160.7   202.3   214.2   357.6   437.9   483.4   510.4   546.3   603.5   712.5  1051.0 12762.1 32470.9  17404.7    17380
read      478.7   903.6   160.7   203.3   215.8   359.0   455.3   504.0   538.8   586.0   670.5   870.0  2662.8 11398.9 32223.9  20407.0    20518
read      377.7   254.1   148.8   199.6   212.3   330.0   410.7   468.1   502.2   536.7   578.3   637.6  1039.2  2845.6  8023.9  29215.7    29158
read      409.3   331.5   148.8   209.3   225.2   352.5   421.1   464.8   498.5   539.4   597.2   712.4  1628.2  3845.9  9587.6  90473.3    90592
read      409.8   425.5   148.8   212.4   229.0   358.4   425.3   467.4   499.2   538.3   590.4   686.3  1319.0  4860.8 14875.4  97297.0    97106
read      382.8   201.6   160.7   202.6   215.3   343.9   416.8   466.4   502.4   543.6   596.6   669.2   944.8  1733.4  5406.6  42059.7    42124
read      389.2   334.4   148.8   202.4   215.2   339.0   407.3   453.1   487.6   529.2   587.5   677.1  1370.1  2854.0 10114.1  64018.3    64312
read      383.1   319.1   148.8   201.3   214.4   333.5   398.2   438.3   470.4   507.6   560.2   650.0  1509.3  2978.3  9066.5  76786.0    76712
read      400.2   383.3   148.8   202.6   215.6   346.1   420.6   467.6   501.8   544.1   603.2   688.6  1331.0  7006.4 13310.9  52842.7    52731
read      362.7   240.7   148.8   201.0   212.3   341.6   404.7   436.7   461.9   486.4   510.7   554.6   844.5  3369.3  8842.4  16172.3    16167
read      400.6   273.8   148.8   202.3   215.8   345.6   418.0   465.5   501.3   546.2   613.7   729.3  1474.1  2486.6  4295.7  60827.7    60851
read      384.7   263.3   148.8   200.8   214.1   342.1   412.8   457.5   489.9   529.4   585.9   673.0  1116.0  2350.6  7859.2  58096.0    58041
read      378.9   223.8   148.8   200.5   213.5   337.3   408.6   461.2   498.4   538.8   588.4   659.7  1004.5  1998.7  7878.7  39094.0    39276
read      383.6   255.0   148.8   203.0   216.2   338.0   407.7   452.5   485.5   523.8   576.5   667.1  1213.3  2650.3  4586.6  73861.0    73750
read      378.3   273.8   148.8   199.5   212.5   337.9   402.9   447.4   483.1   523.8   577.3   654.8  1002.7  2288.3  9353.3  52636.0    52633
read      386.0   257.3   148.8   200.7   213.8   336.4   402.2   445.7   480.3   521.4   580.2   683.8  1449.9  2453.4  6610.2  69489.0    69430
read      367.5   276.4   160.7   200.7   212.5   332.9   410.8   456.1   484.0   510.0   543.1   595.2   815.3  1650.7 15454.0  21288.0    21217
read      372.7   618.3   160.7   203.4   215.4   340.0   383.2   404.3   422.4   442.1   467.1   507.0   853.2  9654.0 27652.5  11122.0    11093
read      354.0   250.5   160.7   204.6   217.8   343.0   387.5   410.3   427.4   447.6   471.9   511.5   714.6  2062.2 10138.2  11511.0    11543
read      388.3   233.2   148.8   205.1   219.1   346.1   418.3   463.7   497.8   538.9   593.9   682.2  1093.7  1965.5  7729.6  56918.3    56832
read      379.8   208.3   148.8   203.4   217.2   339.4   405.2   450.0   485.3   526.0   580.2   659.9  1106.7  2122.5  5411.8  49326.3    49537
read      406.8   370.7   160.7   212.2   228.5   356.0   424.2   467.3   499.2   538.6   592.1   681.9  1377.7  4598.7 11624.9  96025.3    96169
read      391.6   233.7   148.8   205.2   219.0   349.3   421.9   468.8   502.6   543.1   598.6   680.4  1101.5  2544.8  7886.8  48914.3    48968
read      400.1   359.8   148.8   203.7   217.7   349.5   422.8   470.6   505.2   548.0   607.2   689.9  1305.1  4164.6 12045.5  45763.0    45952
read      384.5   291.3   148.8   202.1   215.4   334.9   401.3   443.9   476.0   513.8   567.3   660.0  1439.1  3348.8  7670.3  78886.3    78973
read      388.8   263.0   148.8   201.9   214.9   343.7   415.1   466.1   501.9   544.5   600.1   680.4  1122.4  2342.3 10439.5  41662.0    41656
read      387.0   268.6   148.8   203.0   216.3   337.0   403.0   445.8   478.8   517.5   572.2   666.1  1549.2  2758.8  7668.3  80825.7    80717
read      326.1   431.2   160.7   210.9   229.9   298.7   322.7   337.0   345.9   359.7   374.1   405.0   589.7  7726.1 19464.0   5598.7     5503
read      334.6   443.4   160.7   209.5   226.4   314.9   342.1   357.2   367.4   380.1   398.6   438.2   604.5  4638.4 23917.0   6648.0     6581
read      401.0   372.3   160.7   204.6   219.2   346.7   421.2   467.4   499.7   538.1   590.5   687.3  1497.0  3190.9 12756.4  78885.3    78964
read      410.2   330.9   148.8   205.4   220.4   348.4   419.4   463.6   496.7   537.1   594.4   713.3  1704.7  2932.5 10178.7  84892.0    85062
read      384.5   239.7   148.8   201.7   214.9   338.5   407.1   453.1   487.7   528.3   583.2   672.1  1254.8  2626.6  7650.6  64310.7    64172
read      363.9   534.5   148.8   201.1   213.4   328.6   368.9   389.4   402.5   422.5   447.7   492.1   867.8  8032.5 30592.7  10689.7    10655
read      391.8   232.7   160.7   202.5   215.7   350.2   424.6   471.5   506.1   548.8   606.7   687.6  1121.3  2271.8  7739.9  45450.3    45736
read      378.1   258.2   148.8   199.4   212.6   334.8   401.2   445.2   479.2   519.4   575.2   659.6  1188.9  2325.4  7608.5  61337.0    61537
read      395.0   336.4   148.8   204.5   219.2   342.3   408.9   452.4   485.2   524.9   579.5   675.4  1525.7  4254.3  9854.3  88416.3    88500
read      384.9   262.1   148.8   202.9   217.2   334.5   398.8   439.5   470.7   508.7   563.6   660.9  1544.0  3001.9  6712.0  88873.7    88880
read      400.7   334.6   148.8   207.4   224.4   348.3   413.1   455.5   487.7   527.2   580.6   676.8  1580.2  2942.7 10905.6  98468.3    98310
read      379.5   423.1   160.7   199.3   212.0   328.0   405.5   461.4   493.4   526.1   565.4   627.2   986.7  4585.1 10247.1  27266.0    27396
read      367.1   265.4   160.7   201.0   212.2   341.2   408.4   447.2   472.9   495.7   524.1   574.0   863.4  3639.8 11855.8  17444.0    17493
read      380.3   550.8   160.7   199.9   211.8   335.4   410.6   452.9   480.2   505.5   538.3   590.1   924.3  8261.1 29546.5  20065.0    19991
read      389.0   776.5   160.7   204.6   218.5   345.8   390.3   413.9   432.5   458.2   490.9   545.9  1135.8  8124.0 38933.7  12284.7    12243
read      385.2   256.0   148.8   203.3   216.7   346.0   415.9   464.5   499.1   538.6   589.6   664.9   939.7  2802.2 10381.1  40730.0    40706
read      385.1   222.8   148.8   205.7   220.3   346.5   421.3   468.5   500.6   537.5   587.1   669.2   904.8  2046.2  7451.2  70508.0    70294
read      374.4   348.8   160.7   204.1   216.6   343.2   413.4   455.5   482.3   507.0   539.3   588.2   745.1  4659.8 15697.3  19672.0    19667
read      383.5   338.8   148.8   203.2   216.6   340.7   412.2   456.6   488.3   525.3   576.3   657.1   946.7  3301.1 12654.2  71224.0    71538
read      381.1   384.5   148.8   203.8   216.4   338.6   413.3   464.9   495.8   527.4   564.7   622.7   862.5  4998.0 15177.1  26356.7    26217
read      377.5   232.4   148.8   203.3   216.8   344.5   412.4   454.9   486.7   523.7   574.2   649.9   877.1  1787.6  9765.2  55229.7    55557
read      339.2   461.8   160.7   215.6   235.0   310.9   335.1   347.0   358.6   370.3   388.5   423.6   595.5  7769.8 22395.5   5687.7     5649
read      402.3   262.4   148.8   213.0   229.7   360.7   432.0   477.4   509.7   549.1   604.3   696.2  1025.8  2728.8  7180.2  93674.7    94043
read      386.6   230.6   148.8   203.8   217.6   350.3   420.6   467.2   500.0   538.5   590.4   667.7   957.1  2010.7  8061.7  43853.0    43788
read      389.1   323.6   148.8   209.8   225.8   351.9   418.4   460.2   492.0   530.5   582.3   665.5   910.7  1607.7 13856.9  93801.0    93773
read      385.1   307.3   148.8   203.9   217.7   346.2   418.7   462.9   494.4   530.8   580.7   660.3   934.1  2235.3 11487.2  61775.7    61666
read      376.3   190.9   148.8   204.7   219.4   339.9   411.1   456.0   488.1   524.4   572.5   647.4   857.8  1900.4  6152.1  78397.0    78496
read      353.8   392.7   160.7   206.7   220.8   338.9   376.0   394.7   407.9   429.2   457.6   499.1   652.9  3863.8 21523.2  10400.7    10473
read      396.1   251.2   148.8   203.4   216.7   352.2   427.2   476.5   510.4   553.8   609.2   688.1  1208.3  2376.4  9970.0  41634.0    41874
read      392.2   226.1   160.7   203.8   216.9   346.6   422.1   477.7   513.9   557.5   608.7   682.6  1129.6  1874.7  5516.9  34247.0    34343
read      349.0   321.9   160.7   205.2   218.4   334.5   371.2   391.7   405.2   426.2   452.3   494.0   691.1  3841.4 18093.4   9623.3     9615
read      418.7   403.5   148.8   205.5   220.0   356.3   437.7   487.1   521.2   564.3   624.0   724.5  1522.8  5431.9 10093.9  61712.7    61662
read      345.2   526.4   160.7   211.6   230.5   309.3   334.7   346.9   359.1   371.3   391.1   430.1   686.8  8984.6 15323.5   5951.7     5883
read      408.4   236.7   148.8   205.6   219.9   362.5   444.6   495.3   531.7   578.2   634.0   724.4  1250.7  2004.1  7878.3  37212.3    37330
read      400.9   234.2   160.7   205.2   218.8   356.4   434.3   482.8   517.2   561.6   620.8   712.7  1224.8  2036.2  7803.0  50767.7    50941
read      397.1   237.4   148.8   204.3   217.8   353.1   428.7   477.4   510.1   554.6   615.0   699.5  1159.2  2316.6  8219.1  48362.7    48158
read      353.3   223.8   160.7   204.8   216.7   342.2   387.8   412.2   431.1   453.5   480.0   519.6   700.2  1752.9 10750.3  11206.7    11243
read      417.7   393.5   148.8   206.6   220.7   363.0   444.3   492.8   528.0   573.3   634.1   733.9  1355.4  3629.2 13392.7  50512.3    50621
read      421.7   434.0   148.8   205.4   219.8   352.6   430.5   479.7   515.6   562.7   630.4   774.9  1684.4  4023.8 14978.3  74110.3    73989
read      392.6   373.7   160.7   204.8   219.1   342.3   413.0   458.7   491.7   530.5   583.0   671.5  1181.0  4094.7 10878.6  78078.7    78132
read      404.7   400.5   148.8   205.1   219.3   346.8   422.4   468.3   500.7   541.2   597.0   694.7  1542.1  4310.3 16282.6  76539.7    76745
read      386.2   232.2   160.7   204.6   218.3   343.0   426.7   481.0   511.8   545.9   586.6   646.0  1003.1  1780.2  8028.0  25531.0    25468
read      346.0   275.6   160.7   212.4   230.3   327.1   356.9   372.4   385.6   400.0   426.7   471.8   714.5  4661.9 10215.3   6832.0     6884
read      398.3   231.7   160.7   204.8   218.0   353.6   431.6   485.3   521.2   563.7   616.6   691.0  1139.5  2307.9  8013.2  34874.7    35034
read      394.7   393.9   148.8   204.4   217.6   347.2   421.9   475.5   511.1   550.5   600.2   668.4   970.1  3618.9 11913.9  34694.0    34679
read      405.0   418.7   148.8   204.8   219.0   352.7   428.3   475.5   509.0   551.7   613.3   702.4  1236.1  4723.1 15669.4  54975.3    55030
read      427.5   400.7   148.8   209.2   225.3   361.1   439.2   487.9   523.5   568.7   631.9   757.4  1719.3  3767.8 10236.3  80733.7    80891
read      413.8   453.0   148.8   205.6   220.4   349.7   423.1   468.6   501.5   543.1   601.9   704.3  1649.6  5742.1 13083.9  76747.0    76630
read      401.2   310.8   160.7   213.6   229.9   361.6   432.9   477.6   509.9   548.7   600.1   680.8   907.2  2529.0 12267.4  91740.3    91765
read      397.6   269.6   148.8   205.5   219.3   352.3   427.9   475.5   508.6   551.2   611.1   695.1  1215.1  2343.7  5255.6  55105.7    55035
read      409.9   323.9   148.8   208.2   223.0   355.8   432.2   481.2   515.7   558.7   618.5   717.4  1480.6  3105.7  9742.9  72238.7    72147
read      415.7   423.1   148.8   209.5   224.9   354.7   425.9   470.3   504.2   545.1   601.9   702.6  1653.7  4734.6 13547.2  85741.0    85505
read      447.1   520.0   148.8   218.9   237.4   380.1   454.9   501.4   537.5   583.6   648.3   776.5  1669.0  6343.0 25372.2  95668.3    95589
read      416.4   293.1   160.7   216.2   233.1   368.1   441.5   487.0   520.5   561.6   618.8   716.7  1355.7  2925.7  8929.6  90692.3    90924
read      408.6   310.4   160.7   207.3   221.5   354.7   431.9   480.1   514.1   555.7   616.3   713.9  1492.4  3713.0  8097.6  65285.3    65070
read      464.0   482.1   148.8   225.6   247.2   398.0   477.9   528.5   568.0   619.2   690.4   809.8  1637.4  5555.4 19611.0  96091.7    96153
read      421.1   286.8   160.7   210.3   226.0   364.4   447.7   497.2   533.8   579.2   640.3   753.1  1523.4  3079.9  9595.2  75538.3    75359
read      357.2   365.8   160.7   210.2   225.8   335.0   369.9   388.9   401.3   422.2   450.1   495.6   766.0  6337.2 16741.5   8506.0     8498
read      426.7   400.1   160.7   210.5   226.3   361.0   437.2   485.6   521.7   567.9   631.5   755.3  1720.7  2980.8 15859.4  85297.0    85395
read      398.4   245.7   160.7   206.2   220.0   356.6   432.7   479.0   512.3   552.7   610.2   691.2  1081.6  2537.3  7386.0  51153.3    51210
read      428.2   511.5   160.7   221.5   240.3   377.8   449.1   493.3   526.9   568.0   621.1   707.1   953.8  6194.5 28107.0  97004.7    96879
read      380.8   473.4   160.7   204.5   216.4   347.7   400.8   435.2   458.2   482.8   510.0   569.9   892.6  8282.3 12601.2  13288.3    13397
read      421.3   286.7   148.8   207.2   221.8   360.3   444.2   493.0   528.5   575.0   639.6   761.5  1670.4  2769.0  6398.1  64391.3    64750
read      391.6   253.1   160.7   204.8   218.6   349.8   426.0   479.8   513.5   552.7   602.2   674.9  1055.1  1858.6 10517.0  33448.3    33564
read      368.6   226.7   148.8   203.6   216.3   333.9   410.6   459.2   490.2   519.8   550.6   603.0   747.8  1379.8 10120.4  25079.0    25118
read      383.5   425.8   160.7   203.7   217.1   336.7   414.6   463.4   493.9   523.1   554.0   609.7   826.7  6613.0 12564.9  23668.3    23708
read      365.0   175.9   148.8   201.9   215.7   333.4   400.3   440.4   472.2   508.6   554.4   627.4   791.6  1613.8  3895.9  69711.3    69832
read      397.9   399.3   148.8   203.8   217.8   345.2   416.4   466.9   502.8   540.6   589.3   671.5  1188.4  4791.4 14711.9  42109.7    42083
read      397.1   254.0   148.8   206.3   220.6   354.7   433.1   485.5   519.3   558.0   611.7   691.4   942.7  2773.8 10086.9  43954.3    44109
read      410.9   402.6   148.8   207.5   222.6   350.9   425.2   472.2   506.7   548.4   607.8   709.8  1542.7  4624.4 13190.4  77599.0    77718
read      412.2   458.7   148.8   205.5   219.6   348.4   421.3   472.1   509.6   554.3   615.7   718.7  1495.1  4618.7 17925.1  50820.0    50865
read      395.1   309.9   160.7   211.7   227.6   348.8   414.1   456.5   488.8   528.3   582.1   672.9  1017.0  3813.5  9521.2  95450.7    95540
read      415.4   450.7   148.8   205.5   219.9   353.2   429.0   482.5   519.4   563.5   621.5   717.0  1395.8  4799.8 27991.6  39198.3    39099
read      422.8   406.7   148.8   206.7   221.6   357.1   436.1   488.6   525.7   572.6   636.0   759.4  1528.0  5410.3 10342.5  51879.0    51978
read      418.7   509.8   148.8   208.4   223.9   350.8   420.1   464.9   499.6   541.2   600.0   704.6  1706.3  6467.3 24080.7  85147.0    85016
read      413.6   442.0   148.8   205.8   220.1   353.2   428.8   477.3   512.2   554.8   615.3   706.6  1383.3  5924.2 12599.4  56615.0    56425
read      420.7   533.1   148.8   205.6   220.0   355.0   432.1   482.3   517.1   561.7   621.9   720.9  1447.3  6378.8 29373.0  51095.0    50773
read      376.4   256.3   148.8   201.5   215.0   338.7   408.8   452.6   485.9   523.4   570.8   643.6   867.1  2324.7  7730.8  61288.3    61533
read      364.0   218.7   160.7   204.5   218.5   340.6   412.2   453.1   481.4   507.1   535.6   577.5   676.7  1270.3  8076.8  21722.7    21685
read      368.1   184.7   148.8   203.6   217.8   335.8   404.1   446.0   476.7   511.5   556.6   630.6   799.3  1579.6  4561.1  77583.0    77747
read      373.3   227.0   148.8   202.8   216.6   341.5   410.7   454.2   486.9   522.8   567.2   635.0   789.5  1599.9  8861.3  55656.3    55571
read      374.9   209.1   148.8   202.4   216.0   342.1   409.6   456.0   492.1   530.3   577.2   643.7   810.0  1542.6  8448.1  50170.7    50244
read      394.5   473.7   160.7   206.5   219.4   353.6   422.1   462.7   488.6   515.5   549.1   615.4  1003.0  7730.3 12302.7  17605.3    17804
read      389.7   288.7   148.8   204.1   217.7   342.2   422.6   477.8   510.5   545.2   591.2   665.2  1046.8  3364.1 10551.8  30285.0    30304
read      409.2   364.2   148.8   204.8   219.2   349.4   427.1   476.5   509.6   549.7   612.2   714.6  1521.0  4279.4 10003.6  62090.7    62001
read      420.0   544.3   148.8   210.3   226.1   354.4   426.8   473.5   508.8   552.1   616.7   723.1  1191.6  6583.4 30181.4  91495.7    91788
read      411.0   501.1   148.8   204.9   218.7   351.2   426.8   478.1   515.4   559.6   619.2   710.6  1351.7  5381.7 29703.5  46408.0    46132
read      416.8   468.2   148.8   205.5   220.0   345.1   416.5   463.7   500.1   543.5   607.1   728.6  1668.5  6268.8 11139.0  73086.0    73028
read      396.8   472.1   148.8   206.0   220.4   339.9   406.4   450.7   483.9   523.4   578.0   670.2  1216.9  5540.0 17052.6  83314.7    82921
read      421.5   439.0   148.8   213.0   229.6   362.3   436.2   485.6   522.8   569.7   633.7   749.1  1204.6  4604.9 16029.1  95336.3    95132
read      386.2   359.2   148.8   205.6   218.3   347.5   426.6   473.1   497.6   523.9   553.4   612.3  1003.1  4691.5 12605.3  19824.7    19744
read      403.5   299.1   148.8   203.5   216.4   343.6   424.8   484.8   522.0   564.5   619.2   712.8  1328.0  3657.8 10365.1  35755.3    35630
read      411.8   473.4   137.8   207.1   221.9   348.6   422.2   469.0   503.4   546.7   606.8   703.4  1429.0  5062.0 24725.3  82862.3    83024
read      346.7   300.8   160.7   212.5   230.0   321.3   349.5   365.6   376.2   392.7   416.0   471.0   999.1  5093.7  8787.3   6759.7     6824
read      418.9   382.1   148.8   208.0   223.3   354.2   430.1   478.2   512.1   555.5   619.0   740.0  1638.0  4963.1  9296.9  78636.0    79066
read      423.8   576.3   148.8   211.5   226.9   356.3   430.0   476.7   510.7   553.8   614.9   715.3  1302.0  7127.6 30526.3  83577.3    83830
read      482.1   732.5   160.7   211.7   227.6   371.1   456.1   504.7   541.8   590.9   666.9   932.2  2308.0  8774.5 31427.2  67647.7    67685
read      439.4   477.0   148.8   209.3   224.4   359.5   440.3   491.4   529.1   577.9   648.9   803.2  1820.6  5773.2 16835.8  57103.0    56997
read      433.4   402.6   148.8   207.8   222.8   356.8   435.8   487.3   525.8   575.4   647.7   830.2  1799.9  4037.9 11990.0  69676.7    69696
read      394.4   236.3   160.7   206.7   221.0   345.8   435.4   490.1   522.0   556.3   598.2   674.9  1102.4  2643.9  9514.5  26482.0    26485
read      406.4   823.9   160.7   211.3   229.6   325.2   354.6   370.9   384.7   400.8   432.3   502.3  1971.3 14271.9 15063.0   6826.0     6755
read      414.4   470.6   148.8   204.9   218.8   349.9   425.7   474.0   509.0   551.8   614.2   719.6  1555.3  5110.9 11795.6  65794.3    66046
read      412.1   349.6   148.8   203.2   217.4   348.4   422.6   471.7   507.3   548.2   609.3   722.7  1811.1  4200.9 10433.9  62598.3    62606
read      365.7   207.7   148.8   207.9   223.3   335.4   394.0   430.2   459.5   494.5   539.5   614.7   808.3  1549.6  7381.9  99217.7    99379
read      366.9   214.9   160.7   200.6   214.2   338.7   404.7   446.7   482.2   519.3   560.7   621.6   732.0  1228.4  8084.3  45454.7    45522
read      360.0   153.7   148.8   200.1   213.8   332.2   398.7   437.1   470.1   506.8   547.8   616.2   738.6  1057.2  2169.5  65809.0    66031
read      354.8   149.0   148.8   204.8   219.3   327.6   387.3   423.5   451.8   485.6   527.4   591.1   728.7  1445.8  3933.4  94725.3    95017
read      355.5   205.9   148.8   200.8   214.3   323.8   389.9   429.3   459.7   494.2   536.3   598.8   732.2  1490.0  8134.2  80302.0    80261
read      374.4   191.8   148.8   202.6   216.2   345.6   415.0   461.8   496.0   531.3   573.6   634.4   750.6  1304.9  8069.5  41540.7    41673
read      350.8   167.2   148.8   202.3   215.8   323.0   384.0   419.9   447.8   482.0   524.7   588.9   721.9  1019.3  5268.6  89865.3    89719
read      368.7   214.5   160.7   201.5   215.2   339.7   407.1   449.6   483.2   519.1   561.0   623.3   738.4  1220.2  9519.0  49217.7    49339
read      324.4   305.7   160.7   215.5   235.5   311.6   334.0   344.8   354.5   365.4   378.1   401.5   531.2  4005.1 12268.8   5587.7     5644
read      354.3   158.7   148.8   206.8   221.4   327.9   386.6   421.4   448.4   481.2   522.5   585.9   724.2  1145.6  5338.9  96513.3    96736
read      360.7   169.8   148.8   204.8   219.1   330.8   395.6   434.2   464.9   500.2   543.3   610.5   746.2  1195.2  4759.5  86576.0    86736
read      359.5   181.3   148.8   202.6   215.8   329.2   395.2   434.1   465.7   500.7   542.5   610.9   743.0  1189.4  7736.9  78911.0    78918
read      362.7   180.4   148.8   203.0   216.5   332.5   399.1   437.4   469.1   505.8   548.7   619.7   758.2  1275.1  5977.1  73701.0    73777
read      368.6   219.3   160.7   205.5   219.6   340.3   416.7   461.8   490.0   516.2   543.2   586.0   686.2  1453.1  7844.3  23113.3    22891
read      357.4   464.8   160.7   211.4   226.2   346.9   382.6   399.8   412.9   428.0   449.1   484.0   554.2  3952.7 25107.8  10384.3    10289
read      355.6   147.5   148.8   202.0   215.2   327.4   392.8   430.2   460.6   495.9   537.5   603.1   734.0  1053.9  3853.1  76565.7    76441
read      365.3   207.2   148.8   200.8   214.4   336.9   403.7   444.7   476.9   512.5   553.0   620.9   748.2  1216.8  8603.0  59542.7    59665
read      360.2   183.5   148.8   201.6   215.1   329.2   397.3   436.9   469.3   505.9   548.1   616.5   743.2  1149.7  5761.8  73306.3    73451
read      366.8   194.9   148.8   201.7   215.3   338.9   406.1   447.6   480.5   516.5   558.2   623.4   742.6  1229.3  6991.1  56275.7    56178
read      357.9   150.7   148.8   203.8   217.7   329.4   393.2   430.9   460.9   495.8   538.2   604.6   743.1  1083.8  4104.0  85009.0    85077
read      367.6   206.1   148.8   202.7   216.4   335.9   405.4   453.7   490.3   523.1   556.0   608.6   711.6  1420.3  8006.9  31462.7    31439
read      371.8   164.7   148.8   203.1   217.0   341.6   414.6   466.0   499.5   532.2   570.4   625.5   731.3  1284.5  4484.9  34177.7    33965
read      375.2   226.6   148.8   203.8   218.0   342.9   413.5   464.7   497.7   529.5   566.4   622.5   739.5  2020.0  8037.2  32817.3    32758
read      366.1   154.0   148.8   203.4   217.3   336.1   404.3   446.0   477.6   512.9   556.0   628.1   776.4  1152.9  3950.8  76017.3    76278
read      362.4   221.7   148.8   201.2   214.3   332.2   399.7   438.8   470.8   506.8   549.3   618.9   746.5  1276.2  7320.6  68484.3    68795
read      358.1   251.8   148.8   202.7   216.2   327.1   390.7   427.3   456.5   491.7   534.8   600.5   739.7  1555.3 12345.7  86329.3    86607
read      371.1   644.7   160.7   213.2   229.7   337.3   366.9   383.3   395.3   409.4   431.9   478.4   932.1  9471.3 25277.2   8052.7     8065
read      375.4   211.6   148.8   203.6   217.7   344.1   413.8   463.1   496.5   530.8   572.0   632.1   764.9  1574.8  9130.5  35270.3    35279
read      365.0   172.5   148.8   201.7   215.4   336.8   404.9   445.9   476.8   510.4   552.1   621.8   753.8  1014.0  6974.4  70117.0    70060
read      358.0   152.3   148.8   200.8   214.2   330.4   396.6   434.8   466.4   501.7   543.5   609.4   738.4  1016.0  3872.1  73282.3    73271
read      370.5   266.9   148.8   203.9   218.1   334.8   401.5   442.8   474.8   510.6   555.3   629.9   803.9  1778.2  8758.4  80653.7    80730
read      373.6   214.4   148.8   203.5   217.4   341.1   415.4   469.4   500.6   532.0   568.8   622.3   729.9  1333.7  9023.3  31124.7    30956
read      359.4   158.1   148.8   205.2   219.5   331.7   393.8   431.2   460.7   495.1   537.6   606.3   745.0  1122.6  4477.3  91060.3    91013
